country,iso3,region,archetype,scenario,year,population_millions,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,pred_co2_per_capita_t,pred_co2_emissions_mt
China,CHN,Asia,Rapid Clean Energy Adopters,Accelerated,2029,1473.515,41.56,11.02,11.76,3.88,8.48,13.27,9.35,0.68,31.78,64.34,12.36,2.0239,3.531,7.7931,11483.25
China,CHN,Asia,Rapid Clean Energy Adopters,Accelerated,2030,1483.452,38.06,9.02,12.36,4.18,8.58,15.75,11.15,0.9,36.38,59.44,12.76,1.6334,3.0768,7.7931,11560.69
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,BAU,2026,53.3,2.92,40.03,12.7,2.34,26.51,2.69,6.69,6.12,42.01,55.65,28.85,1.3244,0.2297,1.74,92.74
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,BAU,2027,53.661,2.84,39.54,12.97,2.34,26.51,2.85,6.81,6.13,42.31,55.35,28.85,1.308,0.2189,1.7101,91.77
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,BAU,2028,54.024,2.76,39.05,13.24,2.34,26.51,3.02,6.93,6.15,42.6,55.05,28.85,1.2919,0.2085,1.7719,95.73
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,BAU,2029,54.39,2.68,38.56,13.51,2.34,26.51,3.18,7.05,6.16,42.9,54.76,28.85,1.276,0.1984,1.7432,94.81
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,BAU,2030,54.758,2.6,38.07,13.78,2.34,26.51,3.34,7.17,6.18,43.2,54.46,28.85,1.2604,0.1888,1.7039,93.3
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Moderate,2026,53.3,2.92,40.03,12.7,2.34,26.51,2.69,6.69,6.12,42.01,55.65,28.85,1.3244,0.2297,1.74,92.74
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Moderate,2027,53.661,1.42,39.03,13.1,2.44,26.51,3.79,7.49,6.22,44.01,53.55,28.95,1.2165,0.1083,1.3935,74.78
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Moderate,2028,54.024,0.0,38.03,13.42,2.54,26.51,4.89,8.29,6.32,46.01,51.45,29.05,1.118,0.0,0.9083,49.07
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Moderate,2029,54.39,0.0,37.03,12.32,2.64,26.51,5.99,9.09,6.42,48.01,49.35,29.15,1.0277,0.0,0.4608,25.06
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Moderate,2030,54.758,0.0,36.03,11.22,2.74,26.51,7.09,9.89,6.52,50.01,47.25,29.25,0.9446,0.0,0.4104,22.47
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Accelerated,2026,53.3,2.92,40.03,12.7,2.34,26.51,2.69,6.69,6.12,42.01,55.65,28.85,1.3244,0.2297,1.74,92.74
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Accelerated,2027,53.661,0.0,38.03,12.72,2.64,26.61,5.16,8.49,6.34,46.61,50.75,29.25,1.0886,0.0,0.8683,46.59
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Accelerated,2028,54.024,0.0,36.03,9.82,2.94,26.71,7.64,10.29,6.57,51.21,45.85,29.65,0.8952,0.0,0.2213,11.96
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Accelerated,2029,54.39,0.0,34.03,6.92,3.24,26.81,10.12,12.09,6.8,55.81,40.95,30.05,0.7336,0.0,0.181,9.84
Colombia,COL,LatAm,Nuclear & Hydro Baseloaders,Accelerated,2030,54.758,0.0,32.03,4.02,3.54,26.91,12.59,13.89,7.02,60.41,36.05,30.45,0.5967,0.0,0.1,5.48
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,BAU,2026,11.3,3.21,32.28,24.67,10.18,3.12,6.89,10.89,8.75,29.65,60.16,13.3,2.0283,0.1301,7.99,90.29
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,BAU,2027,11.377,2.58,31.99,24.86,10.18,3.12,7.29,11.18,8.79,30.38,59.44,13.3,1.9557,0.104,7.9666,90.64
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,BAU,2028,11.455,1.96,31.71,25.03,10.18,3.12,7.7,11.48,8.82,31.12,58.7,13.3,1.8861,0.0783,7.9646,91.23
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,BAU,2029,11.534,1.33,31.42,25.21,10.18,3.12,8.1,11.77,8.86,31.85,57.97,13.3,1.8197,0.0529,7.9646,91.86
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,BAU,2030,11.613,0.71,31.14,25.39,10.18,3.12,8.5,12.06,8.9,32.58,57.24,13.3,1.7564,0.028,7.9646,92.49
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Moderate,2026,11.3,3.21,32.28,24.67,10.18,3.12,6.89,10.89,8.75,29.65,60.16,13.3,2.0283,0.1301,7.99,90.29
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Moderate,2027,11.377,1.71,31.28,25.08,10.28,3.12,7.99,11.69,8.85,31.65,58.07,13.4,1.8342,0.0682,7.9646,90.61
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Moderate,2028,11.455,0.21,30.28,25.48,10.38,3.12,9.09,12.49,8.95,33.65,55.97,13.5,1.6628,0.0082,7.6709,87.87
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Moderate,2029,11.534,0.0,29.28,24.59,10.48,3.12,10.19,13.29,9.05,35.65,53.87,13.6,1.5107,0.0,7.6559,88.3
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Moderate,2030,11.613,0.0,28.28,23.49,10.58,3.12,11.29,14.09,9.15,37.65,51.77,13.7,1.3747,0.0,7.6559,88.91
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Accelerated,2026,11.3,3.21,32.28,24.67,10.18,3.12,6.89,10.89,8.75,29.65,60.16,13.3,2.0283,0.1301,7.99,90.29
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Accelerated,2027,11.377,0.0,30.28,24.99,10.48,3.22,9.37,12.69,8.98,34.25,55.27,13.7,1.6133,0.0,7.6559,87.1
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Accelerated,2028,11.455,0.0,28.28,22.09,10.78,3.32,11.84,14.49,9.2,38.85,50.37,14.1,1.2962,0.0,7.6559,87.7
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Accelerated,2029,11.534,0.0,26.28,19.19,11.08,3.42,14.32,16.29,9.42,43.45,45.47,14.5,1.0462,0.0,7.5964,87.62
Czech Republic,CZE,Europe,Rapid Clean Energy Adopters,Accelerated,2030,11.613,0.0,24.28,16.29,11.38,3.52,16.79,18.09,9.65,48.05,40.57,14.9,0.8442,0.0,7.4583,86.61
Denmark,DNK,Europe,Rapid Clean Energy Adopters,BAU,2026,6.1,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19,16.51,2.4161,0.1913,4.07,24.83
Denmark,DNK,Europe,Rapid Clean Energy Adopters,BAU,2027,6.139,4.31,32.77,24.73,12.08,4.43,7.11,9.86,4.71,26.11,61.81,16.51,2.3667,0.1743,3.9202,24.07
Denmark,DNK,Europe,Rapid Clean Energy Adopters,BAU,2028,6.177,3.95,32.43,25.06,12.08,4.43,7.32,10.01,4.73,26.48,61.44,16.51,2.3187,0.1577,3.9202,24.22
Denmark,DNK,Europe,Rapid Clean Energy Adopters,BAU,2029,6.216,3.59,32.08,25.38,12.08,4.43,7.52,10.16,4.75,26.86,61.06,16.51,2.2721,0.1415,3.9202,24.37
Denmark,DNK,Europe,Rapid Clean Energy Adopters,BAU,2030,6.256,3.24,31.73,25.71,12.08,4.43,7.73,10.31,4.77,27.24,60.68,16.51,2.2268,0.1258,3.8073,23.82
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Moderate,2026,6.1,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19,16.51,2.4161,0.1913,4.07,24.83
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Moderate,2027,6.139,3.17,32.12,24.8,12.18,4.43,8.0,10.51,4.79,27.73,60.09,16.61,2.1662,0.1278,3.8073,23.37
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Moderate,2028,6.177,1.67,31.12,25.2,12.28,4.43,9.1,11.31,4.89,29.73,57.99,16.71,1.9499,0.0662,3.7372,23.08
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Moderate,2029,6.216,0.17,30.12,25.6,12.38,4.43,10.2,12.11,4.99,31.73,55.89,16.81,1.7609,0.0066,3.4435,21.4
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Moderate,2030,6.256,0.0,29.12,24.67,12.48,4.43,11.3,12.91,5.09,33.73,53.79,16.91,1.5943,0.0,3.4435,21.54
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Accelerated,2026,6.1,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19,16.51,2.4161,0.1913,4.07,24.83
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Accelerated,2027,6.139,1.17,31.12,25.0,12.38,4.53,9.38,11.51,4.92,30.33,57.29,16.91,1.8883,0.0468,3.7372,22.94
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Accelerated,2028,6.177,0.0,29.12,23.27,12.68,4.63,11.85,13.31,5.14,34.93,52.39,17.31,1.4994,0.0,3.4435,21.27
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Accelerated,2029,6.216,0.0,27.12,20.37,12.98,4.73,14.32,15.11,5.36,39.53,47.49,17.71,1.2011,0.0,3.4358,21.36
Denmark,DNK,Europe,Rapid Clean Energy Adopters,Accelerated,2030,6.256,0.0,25.12,17.47,13.28,4.83,16.8,16.91,5.59,44.13,42.59,18.11,0.9649,0.0,3.3886,21.2
Egypt,EGY,MENA,Slow Transition / Coal Reliant,BAU,2026,115.7,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0529,2.71,313.55
Egypt,EGY,MENA,Slow Transition / Coal Reliant,BAU,2027,116.473,2.45,46.16,44.76,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0548,2.71,315.64
Egypt,EGY,MENA,Slow Transition / Coal Reliant,BAU,2028,117.251,2.52,46.32,44.52,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0567,2.7339,320.55
Egypt,EGY,MENA,Slow Transition / Coal Reliant,BAU,2029,118.034,2.6,46.49,44.28,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0586,2.7455,324.06
Egypt,EGY,MENA,Slow Transition / Coal Reliant,BAU,2030,118.822,2.67,46.65,44.05,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0606,2.7455,326.23
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Moderate,2026,115.7,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0529,2.71,313.55
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Moderate,2027,116.473,0.88,45.0,45.39,0.1,0.43,6.11,1.99,0.1,8.63,91.27,0.53,10.5637,0.0194,2.4436,284.61
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Moderate,2028,117.251,0.0,44.0,45.17,0.2,0.43,7.21,2.79,0.2,10.63,89.17,0.63,8.3806,0.0,2.0606,241.61
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Moderate,2029,118.034,0.0,43.0,44.07,0.3,0.43,8.31,3.59,0.3,12.63,87.07,0.73,6.8884,0.0,1.7991,212.35
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Moderate,2030,118.822,0.0,42.0,42.97,0.4,0.43,9.41,4.39,0.4,14.63,84.97,0.83,5.804,0.0,1.7498,207.91
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Accelerated,2026,115.7,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.0529,2.71,313.55
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Accelerated,2027,116.473,0.0,44.0,44.47,0.3,0.53,7.49,2.99,0.23,11.23,88.47,0.83,7.871,0.0,1.9273,224.48
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Accelerated,2028,117.251,0.0,42.0,41.57,0.6,0.63,9.96,4.79,0.45,15.83,83.57,1.23,5.2759,0.0,1.6966,198.93
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Accelerated,2029,118.034,0.0,40.0,38.67,0.9,0.73,12.43,6.59,0.68,20.43,78.67,1.63,3.8488,0.0,1.6217,191.42
Egypt,EGY,MENA,Slow Transition / Coal Reliant,Accelerated,2030,118.822,0.0,38.0,35.77,1.2,0.83,14.91,8.39,0.9,25.03,73.77,2.03,2.9461,0.0,1.598,189.88
Finland,FIN,Europe,Rapid Clean Energy Adopters,BAU,2026,5.7,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58,13.05,2.1912,0.1682,5.79,33.0
Finland,FIN,Europe,Rapid Clean Energy Adopters,BAU,2027,5.739,3.84,32.59,25.65,8.86,4.19,7.58,10.17,7.12,29.05,62.09,13.05,2.1363,0.1497,5.79,33.23
Finland,FIN,Europe,Rapid Clean Energy Adopters,BAU,2028,5.778,3.37,32.53,25.68,8.86,4.19,7.85,10.37,7.14,29.56,61.59,13.05,2.083,0.1314,5.6771,32.8
Finland,FIN,Europe,Rapid Clean Energy Adopters,BAU,2029,5.817,2.91,32.48,25.7,8.86,4.19,8.13,10.57,7.17,30.06,61.08,13.05,2.0315,0.1131,5.6547,32.89
Finland,FIN,Europe,Rapid Clean Energy Adopters,BAU,2030,5.856,2.44,32.42,25.72,8.86,4.19,8.41,10.77,7.19,30.56,60.58,13.05,1.9817,0.0948,5.6516,33.1
Finland,FIN,Europe,Rapid Clean Energy Adopters,Moderate,2026,5.7,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58,13.05,2.1912,0.1682,5.79,33.0
Finland,FIN,Europe,Rapid Clean Energy Adopters,Moderate,2027,5.739,2.81,31.65,26.03,8.96,4.19,8.4,10.77,7.19,30.55,60.49,13.15,1.9794,0.1079,5.6547,32.45
Finland,FIN,Europe,Rapid Clean Energy Adopters,Moderate,2028,5.778,1.31,30.65,26.43,9.06,4.19,9.5,11.57,7.29,32.55,58.39,13.25,1.7933,0.0495,5.6516,32.65
Finland,FIN,Europe,Rapid Clean Energy Adopters,Moderate,2029,5.817,0.0,29.65,26.64,9.16,4.19,10.6,12.37,7.39,34.55,56.29,13.35,1.6288,0.0,5.3579,31.17
Finland,FIN,Europe,Rapid Clean Energy Adopters,Moderate,2030,5.856,0.0,28.65,25.54,9.26,4.19,11.7,13.17,7.49,36.55,54.19,13.45,1.4822,0.0,5.3579,31.38
Finland,FIN,Europe,Rapid Clean Energy Adopters,Accelerated,2026,5.7,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58,13.05,2.1912,0.1682,5.79,33.0
Finland,FIN,Europe,Rapid Clean Energy Adopters,Accelerated,2027,5.739,0.81,30.65,26.23,9.16,4.29,9.78,11.77,7.32,33.15,57.69,13.45,1.7397,0.0309,5.6516,32.43
Finland,FIN,Europe,Rapid Clean Energy Adopters,Accelerated,2028,5.778,0.0,28.65,24.14,9.46,4.39,12.25,13.57,7.54,37.75,52.79,13.85,1.398,0.0,5.3579,30.96
Finland,FIN,Europe,Rapid Clean Energy Adopters,Accelerated,2029,5.817,0.0,26.65,21.24,9.76,4.49,14.73,15.37,7.76,42.35,47.89,14.25,1.1305,0.0,5.3503,31.12
Finland,FIN,Europe,Rapid Clean Energy Adopters,Accelerated,2030,5.856,0.0,24.65,18.34,10.06,4.59,17.2,17.17,7.99,46.95,42.99,14.65,0.9155,0.0,5.2985,31.03
France,FRA,Europe,Nuclear & Hydro Baseloaders,BAU,2026,66.6,0.25,26.78,13.77,40.44,5.05,6.09,7.61,0.0,18.75,40.8,45.49,2.1748,0.0181,4.15,276.39
France,FRA,Europe,Nuclear & Hydro Baseloaders,BAU,2027,67.051,0.0,26.45,13.58,40.44,5.05,6.51,7.92,0.04,19.52,40.04,45.49,2.0498,0.0002,4.1458,277.98
France,FRA,Europe,Nuclear & Hydro Baseloaders,BAU,2028,67.505,0.0,26.12,13.14,40.44,5.05,6.94,8.23,0.08,20.29,39.26,45.49,1.9338,0.0,4.0751,275.09
France,FRA,Europe,Nuclear & Hydro Baseloaders,BAU,2029,67.962,0.0,25.8,12.69,40.44,5.05,7.36,8.54,0.12,21.07,38.49,45.49,1.8262,0.0,4.0381,274.44
France,FRA,Europe,Nuclear & Hydro Baseloaders,BAU,2030,68.422,0.0,25.47,12.25,40.44,5.05,7.79,8.85,0.15,21.84,37.72,45.49,1.7263,0.0,4.0381,276.29
France,FRA,Europe,Nuclear & Hydro Baseloaders,Moderate,2026,66.6,0.25,26.78,13.77,40.44,5.05,6.09,7.61,0.0,18.75,40.8,45.49,2.1748,0.0181,4.15,276.39
France,FRA,Europe,Nuclear & Hydro Baseloaders,Moderate,2027,67.051,0.0,25.78,12.93,40.54,5.05,7.19,8.41,0.1,20.75,38.71,45.59,1.8646,0.0,4.0381,270.76
France,FRA,Europe,Nuclear & Hydro Baseloaders,Moderate,2028,67.505,0.0,24.78,11.83,40.64,5.05,8.29,9.21,0.2,22.75,36.61,45.69,1.6085,0.0,4.0293,272.0
France,FRA,Europe,Nuclear & Hydro Baseloaders,Moderate,2029,67.962,0.0,23.78,10.73,40.74,5.05,9.39,10.01,0.3,24.75,34.51,45.79,1.3938,0.0,4.0201,273.21
France,FRA,Europe,Nuclear & Hydro Baseloaders,Moderate,2030,68.422,0.0,22.78,9.63,40.84,5.05,10.49,10.81,0.4,26.75,32.41,45.89,1.2111,0.0,4.0115,274.47
France,FRA,Europe,Nuclear & Hydro Baseloaders,Accelerated,2026,66.6,0.25,26.78,13.77,40.44,5.05,6.09,7.61,0.0,18.75,40.8,45.49,2.1748,0.0181,4.15,276.39
France,FRA,Europe,Nuclear & Hydro Baseloaders,Accelerated,2027,67.051,0.0,24.78,11.13,40.74,5.15,8.56,9.41,0.22,23.35,35.91,45.89,1.5372,0.0,4.0293,270.17
France,FRA,Europe,Nuclear & Hydro Baseloaders,Accelerated,2028,67.505,0.0,22.78,8.23,41.04,5.25,11.04,11.21,0.45,27.95,31.01,46.29,1.1091,0.0,4.0115,270.8
France,FRA,Europe,Nuclear & Hydro Baseloaders,Accelerated,2029,67.962,0.0,20.78,5.33,41.34,5.35,13.52,13.01,0.68,32.55,26.11,46.69,0.8019,0.0,3.6717,249.54
France,FRA,Europe,Nuclear & Hydro Baseloaders,Accelerated,2030,68.422,0.0,18.78,2.43,41.64,5.45,15.99,14.81,0.9,37.15,21.21,47.09,0.5708,0.0,3.0074,205.77
Germany,DEU,Europe,Rapid Clean Energy Adopters,BAU,2026,86.0,10.13,35.07,23.79,0.24,0.9,13.08,14.85,1.95,30.78,68.99,1.14,2.2407,0.4256,6.57,565.02
Germany,DEU,Europe,Rapid Clean Energy Adopters,BAU,2027,86.58,9.13,35.38,23.02,0.24,0.9,13.88,15.43,2.02,32.23,67.53,1.14,2.095,0.3965,6.6323,574.22
Germany,DEU,Europe,Rapid Clean Energy Adopters,BAU,2028,87.163,8.13,35.69,22.27,0.24,0.9,14.67,16.01,2.09,33.67,66.09,1.14,1.9621,0.3651,6.4017,557.99
Germany,DEU,Europe,Rapid Clean Energy Adopters,BAU,2029,87.751,7.13,36.0,21.51,0.24,0.9,15.47,16.59,2.17,35.12,64.64,1.14,1.8401,0.3315,6.2671,549.94
Germany,DEU,Europe,Rapid Clean Energy Adopters,BAU,2030,88.342,6.14,36.31,20.75,0.24,0.9,16.26,17.16,2.24,36.56,63.19,1.14,1.7278,0.2955,6.221,549.58
Germany,DEU,Europe,Rapid Clean Energy Adopters,Moderate,2026,86.0,10.13,35.07,23.79,0.24,0.9,13.08,14.85,1.95,30.78,68.99,1.14,2.2407,0.4256,6.57,565.02
Germany,DEU,Europe,Rapid Clean Energy Adopters,Moderate,2027,86.58,8.63,34.07,24.18,0.34,0.9,14.18,15.65,2.05,32.78,66.88,1.24,2.0396,0.3568,6.5306,565.42
Germany,DEU,Europe,Rapid Clean Energy Adopters,Moderate,2028,87.163,7.13,33.07,24.58,0.44,0.9,15.28,16.45,2.15,34.78,64.78,1.34,1.862,0.29,6.0699,529.07
Germany,DEU,Europe,Rapid Clean Energy Adopters,Moderate,2029,87.751,5.63,32.07,24.98,0.54,0.9,16.38,17.25,2.25,36.78,62.68,1.44,1.7037,0.2253,6.0184,528.12
Germany,DEU,Europe,Rapid Clean Energy Adopters,Moderate,2030,88.342,4.13,31.07,25.38,0.64,0.9,17.48,18.05,2.35,38.78,60.58,1.54,1.5617,0.1627,5.7368,506.8
Germany,DEU,Europe,Rapid Clean Energy Adopters,Accelerated,2026,86.0,10.13,35.07,23.79,0.24,0.9,13.08,14.85,1.95,30.78,68.99,1.14,2.2407,0.4256,6.57,565.02
Germany,DEU,Europe,Rapid Clean Energy Adopters,Accelerated,2027,86.58,6.63,33.07,24.38,0.54,1.0,15.55,16.65,2.17,35.38,64.08,1.54,1.8107,0.2718,6.0699,525.53
Germany,DEU,Europe,Rapid Clean Energy Adopters,Accelerated,2028,87.163,3.13,31.07,24.98,0.84,1.1,18.03,18.45,2.4,39.98,59.18,1.94,1.4799,0.1253,5.6502,492.49
Germany,DEU,Europe,Rapid Clean Energy Adopters,Accelerated,2029,87.751,0.0,29.07,25.21,1.14,1.2,20.51,20.25,2.62,44.58,54.28,2.34,1.2173,0.0,5.3453,469.06
Germany,DEU,Europe,Rapid Clean Energy Adopters,Accelerated,2030,88.342,0.0,27.07,22.31,1.44,1.3,22.98,22.05,2.85,49.18,49.38,2.74,1.0039,0.0,5.2993,468.15
India,IND,Asia,Slow Transition / Coal Reliant,BAU,2026,1464.6,49.39,24.78,8.92,1.18,4.04,7.25,2.57,1.87,15.73,83.09,5.22,5.2789,5.5308,2.13,3119.6
India,IND,Asia,Slow Transition / Coal Reliant,BAU,2027,1474.468,48.66,24.53,8.91,1.18,4.04,7.79,2.96,1.92,16.72,82.1,5.22,4.9082,5.453,2.1264,3135.31
India,IND,Asia,Slow Transition / Coal Reliant,BAU,2028,1484.402,47.93,24.28,8.91,1.18,4.04,8.34,3.36,1.97,17.7,81.11,5.22,4.5789,5.3751,2.1415,3178.85
India,IND,Asia,Slow Transition / Coal Reliant,BAU,2029,1494.403,47.2,24.02,8.9,1.18,4.04,8.88,3.76,2.02,18.69,80.13,5.22,4.2843,5.2971,2.203,3292.17
India,IND,Asia,Slow Transition / Coal Reliant,BAU,2030,1504.471,46.48,23.77,8.89,1.18,4.04,9.42,4.15,2.07,19.68,79.14,5.22,4.0193,5.219,2.1415,3221.82
India,IND,Asia,Slow Transition / Coal Reliant,Moderate,2026,1464.6,49.39,24.78,8.92,1.18,4.04,7.25,2.57,1.87,15.73,83.09,5.22,5.2789,5.5308,2.13,3119.6
India,IND,Asia,Slow Transition / Coal Reliant,Moderate,2027,1474.468,47.89,23.78,9.32,1.28,4.04,8.35,3.37,1.97,17.73,80.99,5.32,4.5654,5.1329,2.084,3072.79
India,IND,Asia,Slow Transition / Coal Reliant,Moderate,2028,1484.402,46.39,22.78,9.72,1.38,4.04,9.45,4.17,2.07,19.73,78.89,5.42,3.9965,4.7677,2.1264,3156.43
India,IND,Asia,Slow Transition / Coal Reliant,Moderate,2029,1494.403,44.89,21.78,10.12,1.48,4.04,10.55,4.97,2.17,21.73,76.79,5.52,3.5322,4.4314,2.1415,3200.26
India,IND,Asia,Slow Transition / Coal Reliant,Moderate,2030,1504.471,43.39,20.78,10.52,1.58,4.04,11.65,5.77,2.27,23.73,74.69,5.62,3.1462,4.1206,2.1415,3221.82
India,IND,Asia,Slow Transition / Coal Reliant,Accelerated,2026,1464.6,49.39,24.78,8.92,1.18,4.04,7.25,2.57,1.87,15.73,83.09,5.22,5.2789,5.5308,2.13,3119.6
India,IND,Asia,Slow Transition / Coal Reliant,Accelerated,2027,1474.468,45.89,22.78,9.52,1.48,4.14,9.72,4.37,2.1,20.33,78.19,5.62,3.8441,4.8153,2.084,3072.79
India,IND,Asia,Slow Transition / Coal Reliant,Accelerated,2028,1484.402,42.39,20.78,10.12,1.78,4.24,12.2,6.17,2.32,24.93,73.29,6.02,2.9387,4.1846,2.0891,3101.06
India,IND,Asia,Slow Transition / Coal Reliant,Accelerated,2029,1494.403,38.89,18.78,10.72,2.08,4.34,14.68,7.97,2.54,29.53,68.39,6.42,2.3152,3.6244,2.0891,3121.96
India,IND,Asia,Slow Transition / Coal Reliant,Accelerated,2030,1504.471,35.39,16.78,11.32,2.38,4.44,17.15,9.77,2.77,34.13,63.49,6.82,1.8597,3.1236,2.0217,3041.59
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,BAU,2026,286.8,25.37,31.38,17.26,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.469,2.75,788.7
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,BAU,2027,288.732,25.02,31.4,17.59,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.4221,2.75,794.01
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,BAU,2028,290.678,24.68,31.42,17.91,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.3769,2.75,799.36
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,BAU,2029,292.636,24.33,31.44,18.24,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.3333,2.75,804.75
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,BAU,2030,294.608,23.99,31.46,18.56,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.2913,2.7168,800.39
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Moderate,2026,286.8,25.37,31.38,17.26,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.469,2.75,788.7
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Moderate,2027,288.732,23.87,30.38,17.66,4.31,8.96,8.87,4.17,1.78,23.78,71.91,13.27,3.0227,1.3509,2.7045,780.88
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Moderate,2028,290.678,22.37,29.38,18.06,4.41,8.96,9.97,4.97,1.88,25.78,69.81,13.37,2.7069,1.238,2.6577,772.53
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Moderate,2029,292.636,20.87,28.38,18.46,4.51,8.96,11.07,5.77,1.98,27.78,67.71,13.47,2.4365,1.1299,2.6577,777.74
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Moderate,2030,294.608,19.37,27.38,18.86,4.61,8.96,12.17,6.57,2.08,29.78,65.61,13.57,2.2024,1.0265,2.6426,778.53
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Accelerated,2026,286.8,25.37,31.38,17.26,4.21,8.96,7.77,3.37,1.68,21.78,74.01,13.17,3.3965,1.469,2.75,788.7
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Accelerated,2027,288.732,21.87,29.38,17.86,4.51,9.06,10.24,5.17,1.9,26.38,69.11,13.57,2.6188,1.2238,2.6577,767.36
Indonesia,IDN,Asia,Slow Transition / Coal Reliant,Accelerated,2028,290.678,18.37,27.38,18.46,4.81,9.16,12.72,6.97,2.13,30.98,64.21,13.97,2.072,0.9946,2.6419,767.94
