year_month,year,month,region,temp_anomaly_c,temp_anomaly_baseline,co2_ppm,has_co2_ppm,temp_anomaly_roll12m
2009-02,2009,2,Asia,0.669,1951-1980,,0,0.7117
2009-03,2009,3,Asia,0.774,1951-1980,,0,0.7072
2009-04,2009,4,Asia,0.678,1951-1980,,0,0.6922
2009-05,2009,5,Asia,0.773,1951-1980,,0,0.6939
2009-06,2009,6,Asia,0.809,1951-1980,,0,0.7021
2009-07,2009,7,Asia,0.821,1951-1980,,0,0.7094
2009-08,2009,8,Asia,0.784,1951-1980,,0,0.7155
2009-09,2009,9,Asia,0.805,1951-1980,,0,0.7271
2009-10,2009,10,Asia,0.837,1951-1980,,0,0.7443
2009-11,2009,11,Asia,0.919,1951-1980,,0,0.767
2009-12,2009,12,Asia,0.902,1951-1980,,0,0.7899
2010-01,2010,1,Asia,0.877,1951-1980,,0,0.804
2010-02,2010,2,Asia,0.95,1951-1980,,0,0.8274
2010-03,2010,3,Asia,0.97,1951-1980,,0,0.8438
2010-04,2010,4,Asia,0.971,1951-1980,,0,0.8682
2010-05,2010,5,Asia,0.852,1951-1980,,0,0.8748
2010-06,2010,6,Asia,0.936,1951-1980,,0,0.8853
2010-07,2010,7,Asia,0.921,1951-1980,,0,0.8937
2010-08,2010,8,Asia,0.811,1951-1980,,0,0.8959
2010-09,2010,9,Asia,0.795,1951-1980,,0,0.8951
2010-10,2010,10,Asia,0.701,1951-1980,,0,0.8838
2010-11,2010,11,Asia,0.8,1951-1980,,0,0.8738
2010-12,2010,12,Asia,0.826,1951-1980,,0,0.8675
2011-01,2011,1,Asia,0.897,1951-1980,,0,0.8692
2011-02,2011,2,Asia,0.915,1951-1980,,0,0.8662
2011-03,2011,3,Asia,0.831,1951-1980,,0,0.8547
2011-04,2011,4,Asia,0.808,1951-1980,,0,0.8411
2011-05,2011,5,Asia,0.809,1951-1980,,0,0.8375
2011-06,2011,6,Asia,0.743,1951-1980,,0,0.8214
2011-07,2011,7,Asia,0.744,1951-1980,,0,0.8067
2011-08,2011,8,Asia,0.682,1951-1980,,0,0.7959
2011-09,2011,9,Asia,0.741,1951-1980,,0,0.7914
2011-10,2011,10,Asia,0.702,1951-1980,,0,0.7915
2011-11,2011,11,Asia,0.704,1951-1980,,0,0.7835
2011-12,2011,12,Asia,0.562,1951-1980,,0,0.7615
2012-01,2012,1,Asia,0.776,1951-1980,,0,0.7514
2012-02,2012,2,Asia,0.681,1951-1980,,0,0.7319
2012-03,2012,3,Asia,0.738,1951-1980,,0,0.7242
2012-04,2012,4,Asia,0.764,1951-1980,,0,0.7205
2012-05,2012,5,Asia,0.659,1951-1980,,0,0.708
2012-06,2012,6,Asia,0.692,1951-1980,,0,0.7038
2012-07,2012,7,Asia,0.836,1951-1980,,0,0.7114
2012-08,2012,8,Asia,0.725,1951-1980,,0,0.715
2012-09,2012,9,Asia,0.768,1951-1980,,0,0.7172
2012-10,2012,10,Asia,0.778,1951-1980,,0,0.7236
2012-11,2012,11,Asia,0.822,1951-1980,,0,0.7334
2012-12,2012,12,Asia,0.846,1951-1980,,0,0.7571
2013-01,2013,1,Asia,0.792,1951-1980,,0,0.7584
2013-02,2013,2,Asia,0.826,1951-1980,,0,0.7705
2013-03,2013,3,Asia,0.826,1951-1980,,0,0.7778
2013-04,2013,4,Asia,0.902,1951-1980,,0,0.7893
2013-05,2013,5,Asia,0.842,1951-1980,,0,0.8046
2013-06,2013,6,Asia,0.808,1951-1980,,0,0.8142
2013-07,2013,7,Asia,0.795,1951-1980,,0,0.8108
2013-08,2013,8,Asia,0.889,1951-1980,,0,0.8245
2013-09,2013,9,Asia,0.85,1951-1980,,0,0.8313
2013-10,2013,10,Asia,0.823,1951-1980,,0,0.8351
2013-11,2013,11,Asia,0.857,1951-1980,,0,0.838
2013-12,2013,12,Asia,0.77,1951-1980,,0,0.8317
2014-01,2014,1,Asia,0.891,1951-1980,,0,0.8399
2014-02,2014,2,Asia,0.916,1951-1980,,0,0.8474
2014-03,2014,3,Asia,0.888,1951-1980,,0,0.8526
2014-04,2014,4,Asia,0.915,1951-1980,,0,0.8537
2014-05,2014,5,Asia,0.831,1951-1980,,0,0.8528
2014-06,2014,6,Asia,0.924,1951-1980,,0,0.8624
2014-07,2014,7,Asia,0.924,1951-1980,,0,0.8732
2014-08,2014,8,Asia,0.899,1951-1980,,0,0.874
2014-09,2014,9,Asia,0.862,1951-1980,,0,0.875
2014-10,2014,10,Asia,0.88,1951-1980,,0,0.8798
2014-11,2014,11,Asia,0.882,1951-1980,,0,0.8818
2014-12,2014,12,Asia,0.894,1951-1980,,0,0.8922
2015-01,2015,1,Asia,0.927,1951-1980,,0,0.8952
2015-02,2015,2,Asia,0.96,1951-1980,,0,0.8988
2015-03,2015,3,Asia,1.033,1951-1980,,0,0.9109
2015-04,2015,4,Asia,1.021,1951-1980,,0,0.9198
2015-05,2015,5,Asia,1.04,1951-1980,,0,0.9372
2015-06,2015,6,Asia,1.046,1951-1980,,0,0.9473
2015-07,2015,7,Asia,1.072,1951-1980,,0,0.9597
2015-08,2015,8,Asia,1.123,1951-1980,,0,0.9783
2015-09,2015,9,Asia,1.227,1951-1980,,0,1.0088
2015-10,2015,10,Asia,1.19,1951-1980,,0,1.0346
2015-11,2015,11,Asia,1.224,1951-1980,,0,1.0631
2015-12,2015,12,Asia,1.299,1951-1980,,0,1.0968
2016-01,2016,1,Asia,1.24,1951-1980,,0,1.1229
2016-02,2016,2,Asia,1.34,1951-1980,,0,1.1546
2016-03,2016,3,Asia,1.294,1951-1980,,0,1.1763
2016-04,2016,4,Asia,1.32,1951-1980,,0,1.2012
2016-05,2016,5,Asia,1.36,1951-1980,,0,1.2279
2016-06,2016,6,Asia,1.319,1951-1980,,0,1.2507
2016-07,2016,7,Asia,1.177,1951-1980,,0,1.2594
2016-08,2016,8,Asia,1.248,1951-1980,,0,1.2698
2016-09,2016,9,Asia,1.252,1951-1980,,0,1.2719
2016-10,2016,10,Asia,1.202,1951-1980,,0,1.2729
2016-11,2016,11,Asia,1.2,1951-1980,,0,1.2709
2016-12,2016,12,Asia,1.266,1951-1980,,0,1.2682
2017-01,2017,1,Asia,1.222,1951-1980,,0,1.2667
2017-02,2017,2,Asia,1.23,1951-1980,,0,1.2575
2017-03,2017,3,Asia,1.232,1951-1980,,0,1.2523
2017-04,2017,4,Asia,1.269,1951-1980,,0,1.2481
2017-05,2017,5,Asia,1.301,1951-1980,,0,1.2432
2017-06,2017,6,Asia,1.176,1951-1980,,0,1.2312
2017-07,2017,7,Asia,1.197,1951-1980,,0,1.2329
2017-08,2017,8,Asia,1.135,1951-1980,,0,1.2235
2017-09,2017,9,Asia,1.189,1951-1980,,0,1.2182
2017-10,2017,10,Asia,1.191,1951-1980,,0,1.2173
2017-11,2017,11,Asia,1.131,1951-1980,,0,1.2116
2017-12,2017,12,Asia,1.198,1951-1980,,0,1.2059
2018-01,2018,1,Asia,1.081,1951-1980,,0,1.1942
2018-02,2018,2,Asia,1.174,1951-1980,,0,1.1895
2018-03,2018,3,Asia,1.171,1951-1980,,0,1.1844
2018-04,2018,4,Asia,1.141,1951-1980,,0,1.1737
2018-05,2018,5,Asia,1.15,1951-1980,,0,1.1612
2018-06,2018,6,Asia,1.087,1951-1980,,0,1.1537
2018-07,2018,7,Asia,1.128,1951-1980,,0,1.148
2018-08,2018,8,Asia,1.085,1951-1980,,0,1.1438
2018-09,2018,9,Asia,0.996,1951-1980,,0,1.1278
2018-10,2018,10,Asia,0.983,1951-1980,,0,1.1104
2018-11,2018,11,Asia,1.081,1951-1980,,0,1.1062
2018-12,2018,12,Asia,1.109,1951-1980,,0,1.0988
2019-01,2019,1,Asia,1.059,1951-1980,,0,1.097
2019-02,2019,2,Asia,1.073,1951-1980,,0,1.0886
2019-03,2019,3,Asia,1.171,1951-1980,,0,1.0886
2019-04,2019,4,Asia,1.155,1951-1980,,0,1.0898
2019-05,2019,5,Asia,1.156,1951-1980,,0,1.0902
2019-06,2019,6,Asia,1.085,1951-1980,,0,1.0901
2019-07,2019,7,Asia,1.173,1951-1980,,0,1.0938
2019-08,2019,8,Asia,1.204,1951-1980,,0,1.1038
2019-09,2019,9,Asia,1.148,1951-1980,,0,1.1164
2019-10,2019,10,Asia,1.145,1951-1980,,0,1.1299
2019-11,2019,11,Asia,1.192,1951-1980,,0,1.1392
2019-12,2019,12,Asia,1.202,1951-1980,,0,1.1469
2020-01,2020,1,Asia,1.233,1951-1980,,0,1.1614
2020-02,2020,2,Asia,1.244,1951-1980,,0,1.1757
2020-03,2020,3,Asia,1.216,1951-1980,,0,1.1794
2020-04,2020,4,Asia,1.201,1951-1980,,0,1.1832
2020-05,2020,5,Asia,1.272,1951-1980,,0,1.1929
2020-06,2020,6,Asia,1.276,1951-1980,,0,1.2088
2020-07,2020,7,Asia,1.225,1951-1980,,0,1.2132
2020-08,2020,8,Asia,1.109,1951-1980,,0,1.2052
2020-09,2020,9,Asia,1.131,1951-1980,,0,1.2038
2020-10,2020,10,Asia,1.121,1951-1980,,0,1.2018
2020-11,2020,11,Asia,1.16,1951-1980,,0,1.1992
2020-12,2020,12,Asia,1.116,1951-1980,,0,1.192
2021-01,2021,1,Asia,1.15,1951-1980,,0,1.1851
2021-02,2021,2,Asia,1.123,1951-1980,,0,1.175
2021-03,2021,3,Asia,1.124,1951-1980,,0,1.1673
2021-04,2021,4,Asia,1.147,1951-1980,,0,1.1628
2021-05,2021,5,Asia,1.127,1951-1980,,0,1.1508
2021-06,2021,6,Asia,1.119,1951-1980,,0,1.1377
2021-07,2021,7,Asia,1.063,1951-1980,,0,1.1242
2021-08,2021,8,Asia,1.066,1951-1980,,0,1.1206
2021-09,2021,9,Asia,0.955,1951-1980,,0,1.1059
2021-10,2021,10,Asia,1.018,1951-1980,,0,1.0973
2021-11,2021,11,Asia,0.963,1951-1980,,0,1.0809
2021-12,2021,12,Asia,1.083,1951-1980,,0,1.0782
2022-01,2022,1,Asia,0.964,1951-1980,,0,1.0627
2022-02,2022,2,Asia,0.949,1951-1980,,0,1.0482
2022-03,2022,3,Asia,0.941,1951-1980,,0,1.0329
2022-04,2022,4,Asia,0.971,1951-1980,,0,1.0182
2022-05,2022,5,Asia,0.972,1951-1980,,0,1.0053
2022-06,2022,6,Asia,0.96,1951-1980,,0,0.9921
2022-07,2022,7,Asia,1.015,1951-1980,,0,0.9881
2022-08,2022,8,Asia,0.978,1951-1980,,0,0.9808
2022-09,2022,9,Asia,1.001,1951-1980,,0,0.9846
2022-10,2022,10,Asia,1.003,1951-1980,,0,0.9833
2022-11,2022,11,Asia,0.951,1951-1980,,0,0.9823
2022-12,2022,12,Asia,0.996,1951-1980,,0,0.9751
2023-01,2023,1,Asia,1.14,1951-1980,,0,0.9897
2023-02,2023,2,Asia,1.199,1951-1980,,0,1.0106
2023-03,2023,3,Asia,1.26,1951-1980,,0,1.0372
2023-04,2023,4,Asia,1.279,1951-1980,,0,1.0628
2023-05,2023,5,Asia,1.288,1951-1980,,0,1.0892
2023-06,2023,6,Asia,1.287,1951-1980,,0,1.1164
2023-07,2023,7,Asia,1.306,1951-1980,,0,1.1407
2023-08,2023,8,Asia,1.441,1951-1980,,0,1.1792
2023-09,2023,9,Asia,1.57,1951-1980,,0,1.2267
2023-10,2023,10,Asia,1.606,1951-1980,,0,1.2769
2023-11,2023,11,Asia,1.63,1951-1980,,0,1.3335
2023-12,2023,12,Asia,1.59,1951-1980,,0,1.383
2024-01,2024,1,Asia,1.657,1951-1980,,0,1.4261
2024-02,2024,2,Asia,1.657,1951-1980,,0,1.4642
2024-03,2024,3,Asia,1.7,1951-1980,,0,1.5009
2024-04,2024,4,Asia,1.606,1951-1980,,0,1.5282
2024-05,2024,5,Asia,1.666,1951-1980,,0,1.5597
2024-06,2024,6,Asia,1.649,1951-1980,,0,1.5898
2024-07,2024,7,Asia,1.554,1951-1980,,0,1.6105
2024-08,2024,8,Asia,1.529,1951-1980,,0,1.6178
2024-09,2024,9,Asia,1.583,1951-1980,,0,1.6189
2024-10,2024,10,Asia,1.518,1951-1980,,0,1.6116
2024-11,2024,11,Asia,1.537,1951-1980,,0,1.6038
2024-12,2024,12,Asia,1.572,1951-1980,,0,1.6023
2025-01,2025,1,Asia,1.601,1951-1980,,0,1.5977
2025-02,2025,2,Asia,1.545,1951-1980,,0,1.5883
2025-03,2025,3,Asia,1.635,1951-1980,,0,1.5829
2025-04,2025,4,Asia,1.622,1951-1980,,0,1.5843
2025-05,2025,5,Asia,1.607,1951-1980,,0,1.5793
2025-06,2025,6,Asia,1.538,1951-1980,,0,1.5701
2025-07,2025,7,Asia,1.525,1951-1980,,0,1.5677
2025-08,2025,8,Asia,1.588,1951-1980,,0,1.5726
2025-09,2025,9,Asia,1.516,1951-1980,,0,1.567
2025-10,2025,10,Asia,1.542,1951-1980,,0,1.569
2025-11,2025,11,Asia,1.496,1951-1980,,0,1.5656
2025-12,2025,12,Asia,1.453,1951-1980,,0,1.5557
2026-01,2026,1,Asia,1.453,1951-1980,,0,1.5433
2026-02,2026,2,Asia,1.506,1951-1980,,0,1.5401
2026-03,2026,3,Asia,1.458,1951-1980,,0,1.5253
2026-04,2026,4,Asia,1.521,1951-1980,,0,1.5169
2000-01,2000,1,Europe,0.696,1951-1980,,0,0.696
2000-02,2000,2,Europe,0.729,1951-1980,,0,0.7125
2000-03,2000,3,Europe,0.733,1951-1980,,0,0.7193
2000-04,2000,4,Europe,0.674,1951-1980,,0,0.708
2000-05,2000,5,Europe,0.73,1951-1980,,0,0.7124
2000-06,2000,6,Europe,0.733,1951-1980,,0,0.7158
2000-07,2000,7,Europe,0.782,1951-1980,,0,0.7253
2000-08,2000,8,Europe,0.782,1951-1980,,0,0.7324
2000-09,2000,9,Europe,0.767,1951-1980,,0,0.7362
2000-10,2000,10,Europe,0.762,1951-1980,,0,0.7388
2000-11,2000,11,Europe,0.751,1951-1980,,0,0.7399
2000-12,2000,12,Europe,0.731,1951-1980,,0,0.7392
2001-01,2001,1,Europe,0.723,1951-1980,,0,0.7414
2001-02,2001,2,Europe,0.816,1951-1980,,0,0.7487
2001-03,2001,3,Europe,0.755,1951-1980,,0,0.7505
2001-04,2001,4,Europe,0.922,1951-1980,,0,0.7712
2001-05,2001,5,Europe,0.861,1951-1980,,0,0.7821
2001-06,2001,6,Europe,0.817,1951-1980,,0,0.7891
2001-07,2001,7,Europe,0.93,1951-1980,,0,0.8014
2001-08,2001,8,Europe,0.863,1951-1980,,0,0.8082
2001-09,2001,9,Europe,0.834,1951-1980,,0,0.8138
2001-10,2001,10,Europe,0.806,1951-1980,,0,0.8174
2001-11,2001,11,Europe,0.876,1951-1980,,0,0.8278
2001-12,2001,12,Europe,0.902,1951-1980,,0,0.8421
2002-01,2002,1,Europe,0.948,1951-1980,,0,0.8608
2002-02,2002,2,Europe,0.91,1951-1980,,0,0.8687
2002-03,2002,3,Europe,0.898,1951-1980,,0,0.8806
2002-04,2002,4,Europe,0.952,1951-1980,,0,0.8831
2002-05,2002,5,Europe,0.985,1951-1980,,0,0.8934
2002-06,2002,6,Europe,1.018,1951-1980,,0,0.9102
2002-07,2002,7,Europe,0.963,1951-1980,,0,0.9129
2002-08,2002,8,Europe,1.032,1951-1980,,0,0.927
2002-09,2002,9,Europe,1.113,1951-1980,,0,0.9502
2002-10,2002,10,Europe,0.996,1951-1980,,0,0.9661
2002-11,2002,11,Europe,1.046,1951-1980,,0,0.9802
2002-12,2002,12,Europe,1.103,1951-1980,,0,0.997
2003-01,2003,1,Europe,1.111,1951-1980,,0,1.0106
2003-02,2003,2,Europe,1.085,1951-1980,,0,1.0252
2003-03,2003,3,Europe,1.099,1951-1980,,0,1.0419
2003-04,2003,4,Europe,1.11,1951-1980,,0,1.0551
2003-05,2003,5,Europe,1.18,1951-1980,,0,1.0713
2003-06,2003,6,Europe,1.084,1951-1980,,0,1.0768
2003-07,2003,7,Europe,0.996,1951-1980,,0,1.0796
2003-08,2003,8,Europe,1.047,1951-1980,,0,1.0808
2003-09,2003,9,Europe,0.931,1951-1980,,0,1.0657
2003-10,2003,10,Europe,1.011,1951-1980,,0,1.0669
2003-11,2003,11,Europe,0.976,1951-1980,,0,1.0611
2003-12,2003,12,Europe,1.01,1951-1980,,0,1.0533
2004-01,2004,1,Europe,0.995,1951-1980,,0,1.0437
2004-02,2004,2,Europe,1.037,1951-1980,,0,1.0397
2004-03,2004,3,Europe,1.005,1951-1980,,0,1.0318
2004-04,2004,4,Europe,1.037,1951-1980,,0,1.0258
2004-05,2004,5,Europe,0.981,1951-1980,,0,1.0092
2004-06,2004,6,Europe,0.919,1951-1980,,0,0.9954
2004-07,2004,7,Europe,0.939,1951-1980,,0,0.9907
2004-08,2004,8,Europe,0.903,1951-1980,,0,0.9787
2004-09,2004,9,Europe,0.905,1951-1980,,0,0.9765
2004-10,2004,10,Europe,0.884,1951-1980,,0,0.9659
2004-11,2004,11,Europe,0.892,1951-1980,,0,0.9589
2004-12,2004,12,Europe,0.862,1951-1980,,0,0.9466
2005-01,2005,1,Europe,0.921,1951-1980,,0,0.9404
2005-02,2005,2,Europe,0.931,1951-1980,,0,0.9316
2005-03,2005,3,Europe,0.969,1951-1980,,0,0.9286
2005-04,2005,4,Europe,1.007,1951-1980,,0,0.9261
2005-05,2005,5,Europe,1.05,1951-1980,,0,0.9318
2005-06,2005,6,Europe,1.029,1951-1980,,0,0.941
2005-07,2005,7,Europe,1.093,1951-1980,,0,0.9538
2005-08,2005,8,Europe,1.05,1951-1980,,0,0.9661
2005-09,2005,9,Europe,1.105,1951-1980,,0,0.9828
2005-10,2005,10,Europe,1.122,1951-1980,,0,1.0026
2005-11,2005,11,Europe,1.073,1951-1980,,0,1.0177
2005-12,2005,12,Europe,1.169,1951-1980,,0,1.0432
2006-01,2006,1,Europe,1.091,1951-1980,,0,1.0574
2006-02,2006,2,Europe,1.079,1951-1980,,0,1.0698
2006-03,2006,3,Europe,1.082,1951-1980,,0,1.0792
2006-04,2006,4,Europe,1.118,1951-1980,,0,1.0884
2006-05,2006,5,Europe,1.137,1951-1980,,0,1.0957
2006-06,2006,6,Europe,1.141,1951-1980,,0,1.105
2006-07,2006,7,Europe,1.121,1951-1980,,0,1.1073
2006-08,2006,8,Europe,1.039,1951-1980,,0,1.1064
2006-09,2006,9,Europe,1.031,1951-1980,,0,1.1002
2006-10,2006,10,Europe,0.925,1951-1980,,0,1.0838
2006-11,2006,11,Europe,1.039,1951-1980,,0,1.081
2006-12,2006,12,Europe,0.998,1951-1980,,0,1.0668
2007-01,2007,1,Europe,1.029,1951-1980,,0,1.0616
2007-02,2007,2,Europe,1.074,1951-1980,,0,1.0612
2007-03,2007,3,Europe,1.082,1951-1980,,0,1.0612
2007-04,2007,4,Europe,1.053,1951-1980,,0,1.0558
2007-05,2007,5,Europe,1.069,1951-1980,,0,1.0501
2007-06,2007,6,Europe,1.057,1951-1980,,0,1.0431
2007-07,2007,7,Europe,1.064,1951-1980,,0,1.0383
2007-08,2007,8,Europe,1.005,1951-1980,,0,1.0355
2007-09,2007,9,Europe,1.09,1951-1980,,0,1.0404
2007-10,2007,10,Europe,1.038,1951-1980,,0,1.0498
2007-11,2007,11,Europe,1.039,1951-1980,,0,1.0498
2007-12,2007,12,Europe,1.118,1951-1980,,0,1.0598
2008-01,2008,1,Europe,1.094,1951-1980,,0,1.0652
2008-02,2008,2,Europe,1.028,1951-1980,,0,1.0614
2008-03,2008,3,Europe,1.105,1951-1980,,0,1.0633
2008-04,2008,4,Europe,1.056,1951-1980,,0,1.0636
2008-05,2008,5,Europe,1.022,1951-1980,,0,1.0597
2008-06,2008,6,Europe,1.015,1951-1980,,0,1.0562
2008-07,2008,7,Europe,0.914,1951-1980,,0,1.0437
2008-08,2008,8,Europe,1.042,1951-1980,,0,1.0468
2008-09,2008,9,Europe,0.962,1951-1980,,0,1.0361
2008-10,2008,10,Europe,0.849,1951-1980,,0,1.0203
2008-11,2008,11,Europe,0.931,1951-1980,,0,1.0113
2008-12,2008,12,Europe,0.926,1951-1980,,0,0.9953
2009-01,2009,1,Europe,0.892,1951-1980,,0,0.9785
2009-02,2009,2,Europe,1.003,1951-1980,,0,0.9764
2009-03,2009,3,Europe,0.905,1951-1980,,0,0.9598
2009-04,2009,4,Europe,0.989,1951-1980,,0,0.9542
2009-05,2009,5,Europe,0.994,1951-1980,,0,0.9518
2009-06,2009,6,Europe,0.915,1951-1980,,0,0.9435
2009-07,2009,7,Europe,1.015,1951-1980,,0,0.9519
2009-08,2009,8,Europe,1.001,1951-1980,,0,0.9485
2009-09,2009,9,Europe,1.007,1951-1980,,0,0.9522
2009-10,2009,10,Europe,1.056,1951-1980,,0,0.9695
2009-11,2009,11,Europe,1.133,1951-1980,,0,0.9863
2009-12,2009,12,Europe,1.154,1951-1980,,0,1.0053
2010-01,2010,1,Europe,1.163,1951-1980,,0,1.0279
2010-02,2010,2,Europe,1.181,1951-1980,,0,1.0428
2010-03,2010,3,Europe,1.201,1951-1980,,0,1.0674
2010-04,2010,4,Europe,1.249,1951-1980,,0,1.0891
2010-05,2010,5,Europe,1.159,1951-1980,,0,1.1028
2010-06,2010,6,Europe,1.175,1951-1980,,0,1.1245
2010-07,2010,7,Europe,1.155,1951-1980,,0,1.1362
2010-08,2010,8,Europe,1.01,1951-1980,,0,1.1369
2010-09,2010,9,Europe,1.008,1951-1980,,0,1.137
2010-10,2010,10,Europe,1.07,1951-1980,,0,1.1382
2010-11,2010,11,Europe,1.088,1951-1980,,0,1.1344
2010-12,2010,12,Europe,1.066,1951-1980,,0,1.1271
2011-01,2011,1,Europe,1.091,1951-1980,,0,1.1211
2011-02,2011,2,Europe,1.083,1951-1980,,0,1.1129
2011-03,2011,3,Europe,1.094,1951-1980,,0,1.104
2011-04,2011,4,Europe,1.056,1951-1980,,0,1.0879
2011-05,2011,5,Europe,1.131,1951-1980,,0,1.0856
2011-06,2011,6,Europe,1.071,1951-1980,,0,1.0769
2011-07,2011,7,Europe,1.006,1951-1980,,0,1.0645
2011-08,2011,8,Europe,0.976,1951-1980,,0,1.0617
2011-09,2011,9,Europe,0.981,1951-1980,,0,1.0594
2011-10,2011,10,Europe,0.863,1951-1980,,0,1.0422
2011-11,2011,11,Europe,0.942,1951-1980,,0,1.03
2011-12,2011,12,Europe,0.897,1951-1980,,0,1.0159
2012-01,2012,1,Europe,0.921,1951-1980,,0,1.0018
2012-02,2012,2,Europe,0.958,1951-1980,,0,0.9913
2012-03,2012,3,Europe,1.02,1951-1980,,0,0.9852
2012-04,2012,4,Europe,1.07,1951-1980,,0,0.9863
2012-05,2012,5,Europe,0.96,1951-1980,,0,0.9721
2012-06,2012,6,Europe,0.952,1951-1980,,0,0.9622
2012-07,2012,7,Europe,0.977,1951-1980,,0,0.9598
2012-08,2012,8,Europe,1.04,1951-1980,,0,0.9651
2012-09,2012,9,Europe,1.072,1951-1980,,0,0.9727
2012-10,2012,10,Europe,0.991,1951-1980,,0,0.9833
2012-11,2012,11,Europe,0.969,1951-1980,,0,0.9856
2012-12,2012,12,Europe,1.093,1951-1980,,0,1.0019
2013-01,2013,1,Europe,1.113,1951-1980,,0,1.0179
2013-02,2013,2,Europe,1.167,1951-1980,,0,1.0353
2013-03,2013,3,Europe,1.121,1951-1980,,0,1.0438
2013-04,2013,4,Europe,1.025,1951-1980,,0,1.04
2013-05,2013,5,Europe,1.169,1951-1980,,0,1.0574
2013-06,2013,6,Europe,1.12,1951-1980,,0,1.0714
2013-07,2013,7,Europe,1.148,1951-1980,,0,1.0857
2013-08,2013,8,Europe,1.068,1951-1980,,0,1.088
2013-09,2013,9,Europe,1.079,1951-1980,,0,1.0886
2013-10,2013,10,Europe,1.145,1951-1980,,0,1.1014
2013-11,2013,11,Europe,1.1,1951-1980,,0,1.1123
2013-12,2013,12,Europe,1.053,1951-1980,,0,1.109
2014-01,2014,1,Europe,1.166,1951-1980,,0,1.1134
2014-02,2014,2,Europe,1.156,1951-1980,,0,1.1125
2014-03,2014,3,Europe,1.237,1951-1980,,0,1.1222
2014-04,2014,4,Europe,1.174,1951-1980,,0,1.1346
2014-05,2014,5,Europe,1.165,1951-1980,,0,1.1342
2014-06,2014,6,Europe,1.25,1951-1980,,0,1.1451
2014-07,2014,7,Europe,1.211,1951-1980,,0,1.1503
2014-08,2014,8,Europe,1.172,1951-1980,,0,1.159
2014-09,2014,9,Europe,1.125,1951-1980,,0,1.1628
2014-10,2014,10,Europe,1.172,1951-1980,,0,1.1651
2014-11,2014,11,Europe,1.152,1951-1980,,0,1.1694
2014-12,2014,12,Europe,1.175,1951-1980,,0,1.1796
2015-01,2015,1,Europe,1.255,1951-1980,,0,1.187
2015-02,2015,2,Europe,1.242,1951-1980,,0,1.1942
2015-03,2015,3,Europe,1.289,1951-1980,,0,1.1985
2015-04,2015,4,Europe,1.405,1951-1980,,0,1.2177
2015-05,2015,5,Europe,1.378,1951-1980,,0,1.2355
2015-06,2015,6,Europe,1.37,1951-1980,,0,1.2455
2015-07,2015,7,Europe,1.39,1951-1980,,0,1.2604
2015-08,2015,8,Europe,1.532,1951-1980,,0,1.2904
2015-09,2015,9,Europe,1.507,1951-1980,,0,1.3223
2015-10,2015,10,Europe,1.579,1951-1980,,0,1.3562
2015-11,2015,11,Europe,1.561,1951-1980,,0,1.3902
2015-12,2015,12,Europe,1.708,1951-1980,,0,1.4347
2016-01,2016,1,Europe,1.632,1951-1980,,0,1.4661
2016-02,2016,2,Europe,1.635,1951-1980,,0,1.4988
2016-03,2016,3,Europe,1.671,1951-1980,,0,1.5307
2016-04,2016,4,Europe,1.718,1951-1980,,0,1.5568
2016-05,2016,5,Europe,1.799,1951-1980,,0,1.5918
2016-06,2016,6,Europe,1.71,1951-1980,,0,1.6202
2016-07,2016,7,Europe,1.551,1951-1980,,0,1.6336
2016-08,2016,8,Europe,1.544,1951-1980,,0,1.6346
2016-09,2016,9,Europe,1.632,1951-1980,,0,1.645
2016-10,2016,10,Europe,1.641,1951-1980,,0,1.6502
2016-11,2016,11,Europe,1.654,1951-1980,,0,1.6579
2016-12,2016,12,Europe,1.661,1951-1980,,0,1.654
2017-01,2017,1,Europe,1.692,1951-1980,,0,1.659
2017-02,2017,2,Europe,1.631,1951-1980,,0,1.6587
2017-03,2017,3,Europe,1.607,1951-1980,,0,1.6533
2017-04,2017,4,Europe,1.674,1951-1980,,0,1.6497
2017-05,2017,5,Europe,1.608,1951-1980,,0,1.6338
2017-06,2017,6,Europe,1.578,1951-1980,,0,1.6228
2017-07,2017,7,Europe,1.521,1951-1980,,0,1.6203
2017-08,2017,8,Europe,1.496,1951-1980,,0,1.6162
2017-09,2017,9,Europe,1.477,1951-1980,,0,1.6033
2017-10,2017,10,Europe,1.523,1951-1980,,0,1.5935
2017-11,2017,11,Europe,1.487,1951-1980,,0,1.5796
2017-12,2017,12,Europe,1.586,1951-1980,,0,1.5733
2018-01,2018,1,Europe,1.565,1951-1980,,0,1.5628
2018-02,2018,2,Europe,1.543,1951-1980,,0,1.5554
2018-03,2018,3,Europe,1.497,1951-1980,,0,1.5462
2018-04,2018,4,Europe,1.518,1951-1980,,0,1.5332
2018-05,2018,5,Europe,1.54,1951-1980,,0,1.5276
2018-06,2018,6,Europe,1.44,1951-1980,,0,1.5161
2018-07,2018,7,Europe,1.506,1951-1980,,0,1.5148
2018-08,2018,8,Europe,1.457,1951-1980,,0,1.5116
2018-09,2018,9,Europe,1.397,1951-1980,,0,1.5049
2018-10,2018,10,Europe,1.379,1951-1980,,0,1.4929
2018-11,2018,11,Europe,1.444,1951-1980,,0,1.4893
2018-12,2018,12,Europe,1.382,1951-1980,,0,1.4723
2019-01,2019,1,Europe,1.421,1951-1980,,0,1.4603
