date,year,market,currency,price,dayofweek,month,day,is_weekend,day_sin,day_cos,lag_1,lag_2,lag_3,lag_5,lag_7,lag_14,lag_30,roll_mean_7d,roll_mean_30d,roll_std_30d,return_1d,momentum_7d
2026-04-08,2026,China_ETS,CNY,113.2,2,4,8,0,0.9933901,-0.11478762,113.91,115.7,111.41,109.7,112.04,110.05,118.1,112.6286,113.7503,3.0422,-0.0062,1.16
2026-04-09,2026,China_ETS,CNY,111.67,3,4,9,0,0.9912686,-0.13185851,113.2,113.91,115.7,114.0,111.64,116.17,116.12,112.7943,113.587,2.93,-0.0135,0.03
2026-04-10,2026,China_ETS,CNY,118.32,4,4,10,0,0.9888537,-0.14889039,111.67,113.2,113.91,111.41,109.7,112.07,111.8,112.7986,113.4387,2.91,0.0596,8.62
2026-04-13,2026,China_ETS,CNY,116.41,0,4,13,0,0.9798568,-0.19970155,118.32,111.67,113.2,115.7,114.0,111.63,111.68,114.03,113.656,3.0246,-0.0161,2.41
2026-04-14,2026,China_ETS,CNY,112.4,1,4,14,0,0.97627664,-0.21652709,116.41,118.32,111.67,113.91,111.41,119.52,117.32,114.3743,113.8137,3.0413,-0.0344,0.99
2026-04-15,2026,China_ETS,CNY,110.55,2,4,15,0,0.9724076,-0.23328854,112.4,116.41,118.32,113.2,115.7,109.83,118.7,114.5157,113.6497,2.9776,-0.0165,-5.15
2026-04-16,2026,China_ETS,CNY,109.14,3,4,16,0,0.96825075,-0.24998097,110.55,112.4,116.41,111.67,113.91,114.25,111.86,113.78,113.378,2.8709,-0.0128,-4.77
2026-04-17,2026,China_ETS,CNY,117.76,4,4,17,0,0.9638074,-0.26659942,109.14,110.55,112.4,118.32,113.2,112.04,117.13,113.0986,113.2873,2.962,0.079,4.56
2026-04-20,2026,China_ETS,CNY,117.22,0,4,20,0,0.9487719,-0.31596187,117.76,109.14,110.55,116.41,111.67,111.64,115.78,113.75,113.3083,2.9922,-0.0046,5.55
2026-04-21,2026,China_ETS,CNY,117.66,1,4,21,0,0.9431965,-0.3322355,117.22,117.76,109.14,112.4,118.32,109.7,116.32,114.5429,113.3563,3.0443,0.0038,-0.66
2026-04-22,2026,China_ETS,CNY,114.32,2,4,22,0,0.9373419,-0.34841082,117.66,117.22,117.76,110.55,116.41,114.0,113.2,114.4486,113.401,3.0987,-0.0284,-2.09
2026-04-23,2026,China_ETS,CNY,117.04,3,4,23,0,0.93121004,-0.36448303,114.32,117.66,117.22,109.14,112.4,111.41,111.08,114.15,113.4383,3.1029,0.0238,4.64
2026-04-24,2026,China_ETS,CNY,117.73,4,4,24,0,0.9248026,-0.38044736,117.04,114.32,117.66,117.76,110.55,115.7,110.06,114.8129,113.637,3.1373,0.0059,7.18
2026-04-27,2026,China_ETS,CNY,114.67,0,4,27,0,0.9039462,-0.42764622,117.73,117.04,114.32,117.22,109.14,113.91,109.5,115.8386,113.8927,3.1483,-0.026,5.53
2026-04-28,2026,China_ETS,CNY,113.89,1,4,28,0,0.89645624,-0.44313222,114.67,117.73,117.04,117.66,117.76,113.2,118.7,116.6286,114.065,3.0391,-0.0068,-3.87
2026-04-29,2026,China_ETS,CNY,112.19,2,4,29,0,0.888701,-0.45848712,113.89,114.67,117.73,114.32,117.22,111.67,113.24,116.0757,113.9047,2.9103,-0.0149,-5.03
2026-04-30,2026,China_ETS,CNY,116.23,3,4,30,0,0.8806829,-0.47370636,112.19,113.89,114.67,117.04,117.66,118.32,110.05,115.3571,113.8697,2.9249,0.036,-1.43
2005-04-22,2005,EU_ETS,EUR,7.17,4,4,22,0,0.9373419,-0.34841082,,,,,,,,,,0.0,,
2005-04-25,2005,EU_ETS,EUR,7.13,0,4,25,0,0.91812146,-0.39629912,7.17,,,,,,,7.17,,0.0,-0.0056,
2005-04-26,2005,EU_ETS,EUR,7.44,1,4,26,0,0.91116863,-0.41203365,7.13,7.17,,,,,,7.15,,0.0,0.0435,
2005-04-27,2005,EU_ETS,EUR,7.38,2,4,27,0,0.9039462,-0.42764622,7.44,7.13,7.17,,,,,7.2467,7.2467,0.1686,-0.0081,
2005-04-28,2005,EU_ETS,EUR,7.38,3,4,28,0,0.89645624,-0.44313222,7.38,7.44,7.13,,,,,7.28,7.28,0.153,-0.0,
2005-04-29,2005,EU_ETS,EUR,7.43,4,4,29,0,0.888701,-0.45848712,7.38,7.38,7.44,7.17,,,,7.3,7.3,0.1398,0.0068,
2005-05-02,2005,EU_ETS,EUR,7.6,0,5,2,0,0.8638671,-0.5037198,7.43,7.38,7.38,7.13,,,,7.3217,7.3217,0.1359,0.0229,
2005-05-03,2005,EU_ETS,EUR,7.83,1,5,3,0,0.8550745,-0.51850516,7.6,7.43,7.38,7.44,7.17,,,7.3614,7.3614,0.1626,0.0303,0.66
2005-05-04,2005,EU_ETS,EUR,7.8,2,5,4,0,0.84602886,-0.5331371,7.83,7.6,7.43,7.38,7.13,,,7.4557,7.42,0.2239,-0.0038,0.67
2005-05-05,2005,EU_ETS,EUR,7.69,3,5,5,0,0.8367329,-0.5476112,7.8,7.83,7.6,7.38,7.44,,,7.5514,7.4622,0.2447,-0.0141,0.25
2005-05-06,2005,EU_ETS,EUR,7.75,4,5,6,0,0.8271893,-0.5619233,7.69,7.8,7.83,7.43,7.38,,,7.5871,7.485,0.2417,0.0078,0.37
2005-05-09,2005,EU_ETS,EUR,8.15,0,5,9,0,0.7971016,-0.60384524,7.75,7.69,7.8,7.6,7.38,,,7.64,7.5091,0.2428,0.0516,0.77
2005-05-10,2005,EU_ETS,EUR,8.24,1,5,10,0,0.78659654,-0.6174673,8.15,7.75,7.69,7.83,7.43,,,7.75,7.5625,0.2964,0.011,0.81
2005-05-11,2005,EU_ETS,EUR,8.16,2,5,11,0,0.77585876,-0.63090664,8.24,8.15,7.75,7.8,7.6,,,7.8657,7.6146,0.3403,-0.0097,0.56
2005-05-12,2005,EU_ETS,EUR,8.05,3,5,12,0,0.7648914,-0.64415926,8.16,8.24,8.15,7.69,7.83,7.17,,7.9457,7.6536,0.358,-0.0135,0.22
2005-05-13,2005,EU_ETS,EUR,8.61,4,5,13,0,0.7536977,-0.6572213,8.05,8.16,8.24,7.75,7.8,7.13,,7.9771,7.68,0.3598,0.0696,0.81
2005-05-16,2005,EU_ETS,EUR,8.77,0,5,16,0,0.7187919,-0.6952253,8.61,8.05,8.16,8.15,7.69,7.44,,8.0929,7.7381,0.4182,0.0186,1.08
2005-05-17,2005,EU_ETS,EUR,8.19,1,5,17,0,0.70672655,-0.7074868,8.77,8.61,8.05,8.24,7.75,7.38,,8.2471,7.7988,0.476,-0.0661,0.44
2005-05-18,2005,EU_ETS,EUR,8.97,2,5,18,0,0.6944521,-0.7195389,8.19,8.77,8.61,8.16,8.15,7.38,,8.31,7.8206,0.4709,0.0952,0.82
2005-05-19,2005,EU_ETS,EUR,8.69,3,5,19,0,0.68197215,-0.73137814,8.97,8.19,8.77,8.05,8.24,7.43,,8.4271,7.8811,0.5282,-0.0312,0.45
2005-05-20,2005,EU_ETS,EUR,8.84,4,5,20,0,0.66929036,-0.7430009,8.69,8.97,8.19,8.61,8.16,7.6,,8.4914,7.9215,0.545,0.0173,0.68
2005-05-23,2005,EU_ETS,EUR,9.25,0,5,23,0,0.6300721,-0.77653664,8.84,8.69,8.97,8.77,8.05,7.83,,8.5886,7.9652,0.5678,0.0464,1.2
2005-05-24,2005,EU_ETS,EUR,9.44,1,5,24,0,0.6166212,-0.78726,9.25,8.84,8.69,8.19,8.61,7.8,,8.76,8.0236,0.6181,0.0205,0.83
2005-05-25,2005,EU_ETS,EUR,9.35,2,5,25,0,0.6029879,-0.79775035,9.44,9.25,8.84,8.97,8.77,7.69,,8.8786,8.0852,0.6722,-0.0095,0.58
2005-05-26,2005,EU_ETS,EUR,9.24,3,5,26,0,0.58917606,-0.8080047,9.35,9.44,9.25,8.69,8.19,7.75,,8.9614,8.1379,0.7063,-0.0118,1.05
2005-05-27,2005,EU_ETS,EUR,8.94,4,5,27,0,0.57518995,-0.81801987,9.24,9.35,9.44,8.84,8.97,8.15,,9.1114,8.182,0.7257,-0.0325,-0.03
2005-05-30,2005,EU_ETS,EUR,8.97,0,5,30,0,0.53222716,-0.8466016,8.94,9.24,9.35,9.25,8.69,8.24,,9.1071,8.2112,0.7264,0.0034,0.28
2005-05-31,2005,EU_ETS,EUR,9.72,1,5,31,0,0.5175855,-0.8556315,8.97,8.94,9.24,9.44,8.84,8.16,,9.1471,8.2393,0.7272,0.0836,0.88
2005-06-01,2005,EU_ETS,EUR,9.9,2,6,1,0,0.50279075,-0.8644082,9.72,8.97,8.94,9.35,9.25,8.05,,9.2729,8.2921,0.7665,0.0185,0.65
2005-06-02,2005,EU_ETS,EUR,9.44,3,6,2,0,0.48784715,-0.8729291,9.9,9.72,8.97,9.24,9.44,8.61,,9.3657,8.3476,0.8097,-0.0465,0.0
2005-06-03,2005,EU_ETS,EUR,9.63,4,6,3,0,0.47275922,-0.8811917,9.44,9.9,9.72,8.94,9.35,8.77,7.17,9.3657,8.384,0.8203,0.0201,0.28
2005-06-06,2005,EU_ETS,EUR,9.75,0,6,6,0,0.4266741,-0.9044055,9.63,9.44,9.9,8.97,9.24,8.19,7.13,9.4057,8.466,0.8177,0.0125,0.51
2005-06-07,2005,EU_ETS,EUR,9.81,1,6,7,0,0.41105375,-0.9116111,9.75,9.63,9.44,9.72,8.94,8.97,7.44,9.4786,8.5533,0.8099,0.0062,0.87
2005-06-08,2005,EU_ETS,EUR,10.29,2,6,8,0,0.3953118,-0.918547,9.81,9.75,9.63,9.9,8.97,8.69,7.38,9.6029,8.6323,0.8132,0.0489,1.32
2005-06-09,2005,EU_ETS,EUR,10.14,3,6,9,0,0.37945285,-0.9252111,10.29,9.81,9.75,9.44,9.72,8.84,7.38,9.7914,8.7293,0.832,-0.0146,0.42
2005-06-10,2005,EU_ETS,EUR,10.09,4,6,10,0,0.3634816,-0.93160135,10.14,10.29,9.81,9.63,9.9,9.25,7.43,9.8514,8.8213,0.8302,-0.0049,0.19
2005-06-13,2005,EU_ETS,EUR,11.05,0,6,13,0,0.3149416,-0.94911104,10.09,10.14,10.29,9.75,9.44,9.44,7.6,9.8786,8.91,0.8185,0.0951,1.61
2005-06-14,2005,EU_ETS,EUR,10.04,1,6,14,0,0.29856881,-0.9543881,11.05,10.09,10.14,9.81,9.63,9.35,7.83,10.1086,9.025,0.8689,-0.0914,0.41
2005-06-15,2005,EU_ETS,EUR,10.61,2,6,15,0,0.28210765,-0.9593828,10.04,11.05,10.09,10.29,9.75,9.24,7.8,10.1671,9.0987,0.8577,0.0568,0.86
2005-06-16,2005,EU_ETS,EUR,10.26,3,6,16,0,0.26556304,-0.9640935,10.61,10.04,11.05,10.14,9.81,8.94,7.69,10.29,9.1923,0.8644,-0.033,0.45
2005-06-17,2005,EU_ETS,EUR,10.56,4,6,17,0,0.24893981,-0.968519,10.26,10.61,10.04,10.09,10.29,8.97,7.75,10.3543,9.278,0.8373,0.0292,0.27
2005-06-20,2005,EU_ETS,EUR,10.83,0,6,20,0,0.19864795,-0.9800709,10.56,10.26,10.61,11.05,10.14,9.72,8.15,10.3929,9.3717,0.8174,0.0256,0.69
2005-06-21,2005,EU_ETS,EUR,11.09,1,6,21,0,0.18175979,-0.98334295,10.83,10.56,10.26,10.04,10.09,9.9,8.24,10.4914,9.461,0.8257,0.024,1.0
2005-06-22,2005,EU_ETS,EUR,10.85,2,6,22,0,0.16481784,-0.986324,11.09,10.83,10.56,10.61,11.05,9.44,8.16,10.6343,9.556,0.8441,-0.0216,-0.2
2005-06-23,2005,EU_ETS,EUR,10.88,3,6,23,0,0.14782713,-0.9890132,10.85,11.09,10.83,10.26,10.04,9.63,8.05,10.6057,9.6457,0.8335,0.0028,0.84
2005-06-24,2005,EU_ETS,EUR,10.97,4,6,24,0,0.13079268,-0.9914097,10.88,10.85,11.09,10.56,10.61,9.75,8.61,10.7257,9.74,0.8064,0.0083,0.36
2005-06-27,2005,EU_ETS,EUR,10.94,0,6,27,0,0.0794773,-0.99683666,10.97,10.88,10.85,10.83,10.26,9.81,8.77,10.7771,9.8187,0.8075,-0.0027,0.68
2005-06-28,2005,EU_ETS,EUR,11.48,1,6,28,0,0.06231838,-0.9980563,10.94,10.97,10.88,11.09,10.56,10.29,8.19,10.8743,9.891,0.8075,0.0494,0.92
2005-06-29,2005,EU_ETS,EUR,11.45,2,6,29,0,0.04514102,-0.99898064,11.48,10.94,10.97,10.85,10.83,10.14,8.97,11.0057,10.0007,0.7917,-0.0026,0.62
2005-06-30,2005,EU_ETS,EUR,11.56,3,6,30,0,0.027950298,-0.9996093,11.45,11.48,10.94,10.88,11.09,10.09,8.69,11.0943,10.0833,0.8097,0.0096,0.47
2005-07-01,2005,EU_ETS,EUR,11.48,4,7,1,0,0.010751308,-0.9999422,11.56,11.45,11.48,10.97,10.85,11.05,8.84,11.1614,10.179,0.8089,-0.0069,0.63
2005-07-04,2005,EU_ETS,EUR,11.63,0,7,4,0,-0.040844392,-0.99916553,11.48,11.56,11.45,10.94,10.88,10.04,9.25,11.2514,10.267,0.8018,0.0131,0.75
2005-07-05,2005,EU_ETS,EUR,12.1,1,7,5,0,-0.05802557,-0.9983151,11.63,11.48,11.56,11.48,10.97,10.61,9.44,11.3586,10.3463,0.8153,0.0404,1.13
2005-07-06,2005,EU_ETS,EUR,12.12,2,7,6,0,-0.075189576,-0.99716926,12.1,11.63,11.48,11.45,10.94,10.26,9.35,11.52,10.435,0.857,0.0017,1.18
2005-07-07,2005,EU_ETS,EUR,12.31,3,7,7,0,-0.092331335,-0.9957283,12.12,12.1,11.63,11.56,11.48,10.56,9.24,11.6886,10.5273,0.8848,0.0157,0.83
2005-07-08,2005,EU_ETS,EUR,12.06,4,7,8,0,-0.109445766,-0.99399275,12.31,12.12,12.1,11.48,11.45,10.83,8.94,11.8071,10.6297,0.908,-0.0203,0.61
2005-07-11,2005,EU_ETS,EUR,12.56,0,7,11,0,-0.16057454,-0.9870237,12.06,12.31,12.12,11.63,11.56,11.09,8.97,11.8943,10.7337,0.8862,0.0415,1.0
2005-07-12,2005,EU_ETS,EUR,12.08,1,7,12,0,-0.17752916,-0.98411554,12.56,12.06,12.31,12.1,11.48,10.85,9.72,12.0371,10.8533,0.8822,-0.0382,0.6
2005-07-13,2005,EU_ETS,EUR,12.21,2,7,13,0,-0.19443122,-0.98091614,12.08,12.56,12.06,12.12,11.63,10.88,9.9,12.1229,10.932,0.8829,0.0108,0.58
2005-07-14,2005,EU_ETS,EUR,12.71,3,7,14,0,-0.21127576,-0.97742647,12.21,12.08,12.56,12.31,12.1,10.97,9.44,12.2057,11.009,0.8905,0.0409,0.61
2005-07-15,2005,EU_ETS,EUR,12.66,4,7,15,0,-0.22805777,-0.9736476,12.71,12.21,12.08,12.06,12.12,10.94,9.63,12.2929,11.118,0.8919,-0.0039,0.54
2005-07-18,2005,EU_ETS,EUR,12.5,0,7,18,0,-0.27797914,-0.9605871,12.66,12.71,12.21,12.56,12.31,11.48,9.75,12.37,11.219,0.8892,-0.0126,0.19
2005-07-19,2005,EU_ETS,EUR,12.33,1,7,19,0,-0.2944616,-0.9556633,12.5,12.66,12.71,12.08,12.06,11.45,9.81,12.3971,11.3107,0.8741,-0.0136,0.27
2005-07-20,2005,EU_ETS,EUR,12.65,2,7,20,0,-0.31085697,-0.9504567,12.33,12.5,12.66,12.21,12.56,11.56,10.29,12.4357,11.3947,0.8456,0.026,0.09
2005-07-21,2005,EU_ETS,EUR,12.57,3,7,21,0,-0.32716033,-0.9449688,12.65,12.33,12.5,12.71,12.08,11.48,10.14,12.4486,11.4733,0.849,-0.0063,0.49
2005-07-22,2005,EU_ETS,EUR,13.41,4,7,22,0,-0.34336686,-0.93920135,12.57,12.65,12.33,12.66,12.21,11.63,10.09,12.5186,11.5543,0.8332,0.0668,1.2
2005-07-25,2005,EU_ETS,EUR,13.29,0,7,25,0,-0.39135784,-0.92023855,13.41,12.57,12.65,12.5,12.71,12.1,11.05,12.69,11.665,0.8523,-0.0089,0.58
2005-07-26,2005,EU_ETS,EUR,12.85,1,7,26,0,-0.4071295,-0.91337043,13.29,13.41,12.57,12.33,12.66,12.12,10.04,12.7729,11.7397,0.8937,-0.0331,0.19
2005-07-27,2005,EU_ETS,EUR,12.83,2,7,27,0,-0.42278066,-0.90623206,12.85,13.29,13.41,12.65,12.5,12.31,10.61,12.8,11.8333,0.8558,-0.0016,0.33
2005-07-28,2005,EU_ETS,EUR,12.98,3,7,28,0,-0.43830672,-0.89882547,12.83,12.85,13.29,12.57,12.33,12.06,10.26,12.8471,11.9073,0.8423,0.0117,0.65
2005-07-29,2005,EU_ETS,EUR,13.11,4,7,29,0,-0.45370308,-0.8911529,12.98,12.83,12.85,13.41,12.65,12.56,10.56,12.94,11.998,0.8044,0.01,0.46
2005-08-01,2005,EU_ETS,EUR,13.43,0,8,1,0,-0.4990686,-0.8665625,13.11,12.98,12.83,13.29,12.57,12.08,10.83,13.0057,12.083,0.7816,0.0244,0.86
2005-08-02,2005,EU_ETS,EUR,13.94,1,8,2,0,-0.513901,-0.8578495,13.43,13.11,12.98,12.85,13.41,12.21,11.09,13.1286,12.1697,0.782,0.038,0.53
2005-08-03,2005,EU_ETS,EUR,13.29,2,8,3,0,-0.5285813,-0.8488827,13.94,13.43,13.11,12.83,13.29,12.71,10.85,13.2043,12.2647,0.8186,-0.0466,0.0
2005-08-04,2005,EU_ETS,EUR,14.49,3,8,4,0,-0.54310524,-0.83966464,13.29,13.94,13.43,12.98,12.85,12.66,10.88,13.2043,12.346,0.794,0.0903,1.64
2005-08-05,2005,EU_ETS,EUR,13.43,4,8,5,0,-0.5574684,-0.8301981,14.49,13.29,13.94,13.11,12.83,12.5,10.97,13.4386,12.4663,0.8366,-0.0732,0.6
2005-08-08,2005,EU_ETS,EUR,13.46,0,8,8,0,-0.5995515,-0.8003362,13.43,14.49,13.29,13.43,12.98,12.33,10.94,13.5243,12.5483,0.8048,0.0022,0.48
2005-08-09,2005,EU_ETS,EUR,14.61,1,8,9,0,-0.6132298,-0.78990453,13.46,13.43,14.49,13.94,13.11,12.65,11.48,13.5929,12.6323,0.7615,0.0854,1.5
2005-08-10,2005,EU_ETS,EUR,14.54,2,8,10,0,-0.6267267,-0.7792391,14.61,13.46,13.43,13.29,13.43,12.57,11.45,13.8071,12.7367,0.811,-0.0048,1.11
2005-08-11,2005,EU_ETS,EUR,14.07,3,8,11,0,-0.64003813,-0.76834315,14.54,14.61,13.46,14.49,13.94,13.41,11.56,13.9657,12.8397,0.8377,-0.0323,0.13
2005-08-12,2005,EU_ETS,EUR,14.33,4,8,12,0,-0.6531601,-0.7572198,14.07,14.54,14.61,13.43,13.29,13.29,11.48,13.9843,12.9233,0.8309,0.0185,1.04
2005-08-15,2005,EU_ETS,EUR,14.54,0,8,15,0,-0.69135123,-0.72251886,14.33,14.07,14.54,13.46,14.49,12.85,11.63,14.1329,13.0183,0.823,0.0147,0.05
2005-08-16,2005,EU_ETS,EUR,14.5,1,8,16,0,-0.7036774,-0.7105196,14.54,14.33,14.07,14.61,13.43,12.83,12.1,14.14,13.1153,0.8252,-0.0028,1.07
2005-08-17,2005,EU_ETS,EUR,14.05,2,8,17,0,-0.71579534,-0.69831014,14.5,14.54,14.33,14.54,13.46,12.98,12.12,14.2929,13.1953,0.8396,-0.031,0.59
2005-08-18,2005,EU_ETS,EUR,13.7,3,8,18,0,-0.7277015,-0.685894,14.05,14.5,14.54,14.07,14.61,13.11,12.31,14.3771,13.2597,0.8282,-0.0249,-0.91
2005-08-19,2005,EU_ETS,EUR,14.34,4,8,19,0,-0.7393923,-0.6732749,13.7,14.05,14.5,14.33,14.54,13.43,12.06,14.2471,13.306,0.812,0.0467,-0.2
2005-08-22,2005,EU_ETS,EUR,15.53,0,8,22,0,-0.77313834,-0.63423747,14.34,13.7,14.05,14.54,14.07,13.94,12.56,14.2186,13.382,0.7979,0.083,1.46
2005-08-23,2005,EU_ETS,EUR,15.61,1,8,23,0,-0.7839338,-0.6208444,15.53,14.34,13.7,14.5,14.33,13.29,12.08,14.4271,13.481,0.8731,0.0052,1.28
2005-08-24,2005,EU_ETS,EUR,14.87,2,8,24,0,-0.7944973,-0.6072676,15.61,15.53,14.34,14.05,14.54,14.49,12.21,14.61,13.5987,0.9147,-0.0474,0.33
2005-08-25,2005,EU_ETS,EUR,14.68,3,8,25,0,-0.8048257,-0.59351116,14.87,15.61,15.53,13.7,14.5,13.43,12.71,14.6571,13.6873,0.9043,-0.0128,0.18
2005-08-26,2005,EU_ETS,EUR,15.2,4,8,26,0,-0.81491596,-0.5795791,14.68,14.87,15.61,14.34,14.05,13.46,12.66,14.6829,13.753,0.9024,0.0354,1.15
2005-08-29,2005,EU_ETS,EUR,15.46,0,8,29,0,-0.84372824,-0.5367705,15.2,14.68,14.87,15.53,13.7,14.61,12.5,14.8471,13.8377,0.9154,0.0171,1.76
2005-08-30,2005,EU_ETS,EUR,15.58,1,8,30,0,-0.8528367,-0.5221777,15.46,15.2,14.68,15.61,14.34,14.54,12.33,15.0986,13.9363,0.9257,0.0078,1.24
2005-08-31,2005,EU_ETS,EUR,14.47,2,8,31,0,-0.86169285,-0.50743026,15.58,15.46,15.2,14.87,15.53,14.07,12.65,15.2757,14.0447,0.9214,-0.0712,-1.06
2005-09-01,2005,EU_ETS,EUR,16.75,3,9,1,0,-0.8702939,-0.49253273,14.47,15.58,15.46,14.68,15.61,14.33,12.57,15.1243,14.1053,0.8856,0.1576,1.14
2005-09-02,2005,EU_ETS,EUR,15.99,4,9,2,0,-0.8786375,-0.47748944,16.75,14.47,15.58,15.2,14.87,14.54,13.41,15.2871,14.2447,0.9613,-0.0454,1.12
2005-09-05,2005,EU_ETS,EUR,15.66,0,9,5,0,-0.9020987,-0.43152976,15.99,16.75,14.47,15.46,14.68,14.5,13.29,15.4471,14.3307,0.9988,-0.0206,0.98
2005-09-06,2005,EU_ETS,EUR,15.52,1,9,6,0,-0.90938824,-0.4159484,15.66,15.99,16.75,15.58,15.2,14.05,12.85,15.5871,14.4097,1.0073,-0.0089,0.32
2005-09-07,2005,EU_ETS,EUR,16.26,2,9,7,0,-0.91640866,-0.40024394,15.52,15.66,15.99,14.47,15.46,13.7,12.83,15.6329,14.4987,0.9824,0.0477,0.8
2005-09-08,2005,EU_ETS,EUR,16.13,3,9,8,0,-0.9231579,-0.38442105,16.26,15.52,15.66,16.75,15.58,14.34,12.98,15.7471,14.613,0.9811,-0.008,0.55
2005-09-09,2005,EU_ETS,EUR,16.03,4,9,9,0,-0.9296339,-0.3684844,16.13,16.26,15.52,15.99,14.47,15.53,13.11,15.8257,14.718,0.9688,-0.0062,1.56
2005-09-12,2005,EU_ETS,EUR,16.37,0,9,12,0,-0.94740427,-0.32003924,16.03,16.13,16.26,15.66,16.75,15.61,13.43,16.0486,14.8153,0.9481,0.0212,-0.38
2005-09-13,2005,EU_ETS,EUR,16.21,1,9,13,0,-0.9527693,-0.30369502,16.37,16.03,16.13,15.52,15.99,14.87,13.94,15.9943,14.9133,0.9519,-0.0098,0.22
2005-09-14,2005,EU_ETS,EUR,16.48,2,9,14,0,-0.95785236,-0.28726098,16.21,16.37,16.03,16.26,15.66,14.68,13.29,16.0257,14.989,0.962,0.0167,0.82
2005-09-15,2005,EU_ETS,EUR,16.68,3,9,15,0,-0.96265197,-0.2707419,16.48,16.21,16.37,16.13,15.52,15.2,14.49,16.1429,15.0953,0.9439,0.0121,1.16
2005-09-16,2005,EU_ETS,EUR,16.59,4,9,16,0,-0.9671667,-0.2541427,16.68,16.48,16.21,16.03,16.26,15.46,13.43,16.3086,15.1683,0.9795,-0.0054,0.33
2005-09-19,2005,EU_ETS,EUR,16.76,0,9,19,0,-0.9789889,-0.20391367,16.59,16.68,16.48,16.37,16.13,15.58,13.46,16.3557,15.2737,0.9557,0.0102,0.63
2005-09-20,2005,EU_ETS,EUR,17.29,1,9,20,0,-0.98235166,-0.18704335,16.76,16.59,16.68,16.21,16.03,14.47,14.61,16.4457,15.3837,0.9293,0.0316,1.26
2005-09-21,2005,EU_ETS,EUR,16.11,2,9,21,0,-0.98542374,-0.17011768,17.29,16.76,16.59,16.48,16.37,16.75,14.54,16.6257,15.473,0.9798,-0.0682,-0.26
2005-09-22,2005,EU_ETS,EUR,16.5,3,9,22,0,-0.98820424,-0.15314166,16.11,17.29,16.76,16.68,16.21,15.99,14.07,16.5886,15.5253,0.9702,0.0242,0.29
2005-09-23,2005,EU_ETS,EUR,16.91,4,9,23,0,-0.9906923,-0.13612033,16.5,16.11,17.29,16.59,16.48,15.66,14.33,16.63,15.6063,0.9456,0.0248,0.43
2005-09-26,2005,EU_ETS,EUR,16.78,0,9,26,0,-0.99639505,-0.08483488,16.91,16.5,16.11,16.76,16.68,15.52,14.54,16.6914,15.6923,0.9428,-0.0077,0.1
2005-09-27,2005,EU_ETS,EUR,16.98,1,9,27,0,-0.9977069,-0.067682765,16.78,16.91,16.5,17.29,16.59,16.26,14.5,16.7057,15.767,0.9371,0.0119,0.39
2005-09-28,2005,EU_ETS,EUR,17.78,2,9,28,0,-0.9987235,-0.05051062,16.98,16.78,16.91,16.11,16.76,16.13,14.05,16.7614,15.8497,0.9308,0.0471,1.02
2005-09-29,2005,EU_ETS,EUR,17.22,3,9,29,0,-0.9994446,-0.033323526,17.78,16.98,16.78,16.5,17.29,16.03,13.7,16.9071,15.974,0.9313,-0.0315,-0.07
2005-09-30,2005,EU_ETS,EUR,16.57,4,9,30,0,-0.99986994,-0.016126573,17.22,17.78,16.98,16.91,16.11,16.37,14.34,16.8971,16.0913,0.8534,-0.0377,0.46
2005-10-03,2005,EU_ETS,EUR,17.35,0,10,3,0,-0.99937063,0.035472557,16.57,17.22,17.78,16.78,16.5,16.21,15.53,16.9629,16.1657,0.7904,0.0471,0.85
2005-10-04,2005,EU_ETS,EUR,17.63,1,10,4,0,-0.9986126,0.05265806,17.35,16.57,17.22,16.98,16.91,16.48,15.61,17.0843,16.2263,0.8095,0.0161,0.72
2005-10-05,2005,EU_ETS,EUR,17.68,2,10,5,0,-0.9975591,0.069827974,17.63,17.35,16.57,17.78,16.78,16.68,14.87,17.1871,16.2937,0.8399,0.0028,0.9
2005-10-06,2005,EU_ETS,EUR,17.98,3,10,6,0,-0.9962103,0.08697723,17.68,17.63,17.35,17.22,16.98,16.59,14.68,17.3157,16.3873,0.8323,0.017,1.0
2005-10-07,2005,EU_ETS,EUR,18.01,4,10,7,0,-0.99456674,0.10410075,17.98,17.68,17.63,16.57,17.78,16.76,15.2,17.4586,16.4973,0.8168,0.0017,0.23
2005-10-10,2005,EU_ETS,EUR,17.92,0,10,10,0,-0.98787266,0.15526626,18.01,17.98,17.68,17.35,17.22,17.29,15.46,17.4914,16.591,0.824,-0.005,0.7
2005-10-11,2005,EU_ETS,EUR,17.52,1,10,11,0,-0.9850557,0.17223625,17.92,18.01,17.98,17.63,16.57,16.11,15.58,17.5914,16.673,0.83,-0.0223,0.95
2005-10-12,2005,EU_ETS,EUR,17.92,2,10,12,0,-0.9819472,0.18915527,17.52,17.92,18.01,17.68,17.35,16.5,14.47,17.7271,16.7377,0.8173,0.0228,0.57
2005-10-13,2005,EU_ETS,EUR,17.9,3,10,13,0,-0.9785481,0.20601831,17.92,17.52,17.92,17.98,17.63,16.91,16.75,17.8086,16.8527,0.7247,-0.0011,0.27
2005-10-14,2005,EU_ETS,EUR,18.11,4,10,14,0,-0.97485954,0.2228204,17.9,17.92,17.52,18.01,17.68,16.78,15.99,17.8471,16.891,0.7491,0.0117,0.43
