year,country,iso3,region,population_millions,co2_per_capita_t,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct,grid_emission_factor,vre_pct,fossil_to_renew_ratio,low_carbon_pct,coal_oil_pct,log_population,split,pred_co2_per_capita_t,ridge_pred_co2_per_capita_t,residual
2026,Denmark,DNK,Europe,6.1,4.07,4.67,33.12,24.4,12.08,4.43,6.9,9.71,4.69,25.73,62.19,16.509999999999998,2.4161,0.19131503482179435,37.81,0.4048999999999999,16.61,2.416083916083916,37.81,37.79,1.9600947840472698,validation,5.877362467190856,6.900123257541161,-1.8073624671908561
2000,Egypt,EGY,MENA,96.0,1.5,0.36,48.27,45.46,2.85,1.09,0.0,0.0,1.96,3.05,94.09,3.9400000000000004,30.7484,0.007917308115240818,5.9,0.570195,0.0,30.7483660130719,5.9,48.63,4.574710978503383,train,,,
2001,Egypt,EGY,MENA,96.8,1.59,0.46,50.46,46.1,0.6,0.82,0.01,0.0,1.54,2.37,97.02,1.42,40.7647,0.009976144003469963,2.97,0.5905,0.01,40.76470588235294,2.97,50.92,4.582924577040772,train,,,
2002,Egypt,EGY,MENA,97.6,1.62,1.74,47.35,46.09,1.12,1.59,1.1,0.0,1.0,3.69,95.19,2.71,25.727,0.03774403470715835,4.81,0.5799300000000001,1.1,25.727027027027027,4.8100000000000005,49.09,4.591071261608589,train,,,
2003,Egypt,EGY,MENA,98.3,1.71,0.0,49.2,45.72,0.42,1.61,0.0,0.0,3.05,4.66,94.92,2.0300000000000002,20.3255,0.0,5.08,0.57474,0.0,20.325481798715202,5.08,49.2,4.598145571051127,train,,,
2004,Egypt,EGY,MENA,99.1,1.71,0.86,50.01,45.82,0.0,0.0,1.89,0.0,1.43,3.31,96.69,0.0,29.1235,0.018765001090988435,3.31,0.589865,1.89,29.123493975903614,3.31,50.87,4.6061696863211745,train,,,
2005,Egypt,EGY,MENA,99.8,1.82,0.0,49.22,47.95,1.68,0.0,0.34,0.17,0.63,1.15,97.17,1.68,83.7672,0.0,2.83,0.584925,0.51,83.76724137931035,2.83,49.22,4.613138355637268,train,,,
2006,Egypt,EGY,MENA,100.6,1.8,0.0,48.92,45.79,1.6,1.88,0.0,0.29,1.51,3.68,94.72,3.48,25.6694,0.0,5.28,0.572955,0.29,25.66937669376694,5.28,48.92,4.6210435351443815,train,,,
2007,Egypt,EGY,MENA,101.3,1.85,0.92,48.57,44.46,0.0,2.17,1.68,0.0,2.21,6.06,93.94,2.17,15.4761,0.0206881043400045,6.06,0.573545,1.68,15.476112026359145,6.06,49.49,4.627909672957581,train,,,
2008,Egypt,EGY,MENA,102.1,1.85,0.56,49.04,45.15,1.57,0.2,0.45,1.47,1.54,3.67,94.76,1.77,25.75,0.012400354295837026,5.24,0.576575,1.92,25.750000000000004,5.24,49.6,4.635699391022914,train,,,
2009,Egypt,EGY,MENA,102.9,1.97,0.87,50.15,45.4,0.54,1.34,0.19,0.58,0.92,3.03,96.42,1.8800000000000001,31.7171,0.019158775600088086,3.57,0.5891249999999999,0.77,31.7171052631579,3.57,51.019999999999996,4.6434288981051814,train,,,
2010,Egypt,EGY,MENA,103.6,1.96,1.9,49.67,46.4,0.0,0.92,0.76,0.36,0.0,2.03,97.97,0.92,48.0245,0.04093945270415859,2.03,0.600325,1.12,48.024509803921575,2.03,51.57,4.650143551630823,train,,,
2011,Egypt,EGY,MENA,104.4,2.02,0.0,50.04,46.26,0.66,0.09,1.05,0.64,1.26,3.04,96.3,0.75,31.5738,0.0,3.7,0.58347,1.69,31.57377049180328,3.7,50.04,4.657762636107262,train,,,
2012,Egypt,EGY,MENA,105.1,2.14,2.56,47.8,45.34,0.0,0.64,2.5,0.09,1.06,4.29,95.71,0.64,22.2581,0.05644983461962514,4.29,0.58813,2.59,22.25813953488372,4.29,50.36,4.664382045619937,train,,,
2013,Egypt,EGY,MENA,105.9,2.2,1.27,47.07,43.35,2.06,1.56,3.44,0.0,1.24,6.24,91.7,3.62,14.672,0.02928966789667897,8.3,0.5608000000000001,3.44,14.672,8.3,48.34,4.671893818030999,train,,,
2014,Egypt,EGY,MENA,106.6,2.26,0.77,46.25,44.25,1.09,1.81,2.06,1.38,2.39,7.64,91.27,2.9000000000000004,11.9307,0.017397198373248983,8.73,0.5537000000000001,3.44,11.930718954248366,8.73,47.02,4.678420647727684,train,,,
2015,Egypt,EGY,MENA,107.4,2.27,1.66,46.77,45.25,0.1,1.19,3.15,0.0,1.88,6.22,93.68,1.29,15.0369,0.03667697746354397,6.32,0.571,3.15,15.036918138041736,6.319999999999999,48.43,4.685828089005546,train,,,
2016,Egypt,EGY,MENA,108.2,2.3,0.0,47.45,45.97,0.27,1.1,3.21,0.0,1.99,6.31,93.42,1.37,14.7816,0.0,6.58,0.56274,3.21,14.781645569620254,6.58,47.45,4.693181063310805,train,,,
2017,Egypt,EGY,MENA,108.9,2.32,0.24,49.6,45.43,0.0,0.02,4.47,0.25,0.0,4.73,95.27,0.02,20.0992,0.00528169014084507,4.73,0.5788350000000001,4.72,20.09915611814346,4.73,49.84,4.699570861409576,train,,,
2018,Egypt,EGY,MENA,109.7,2.37,1.8,44.7,44.24,1.88,1.24,5.68,0.0,0.47,7.39,90.74,3.12,12.2622,0.04067796610169492,9.27,0.55233,5.68,12.262162162162163,9.27,46.5,4.706823839714591,train,,,
2019,Egypt,EGY,MENA,110.4,2.42,0.73,47.6,45.83,2.24,0.2,2.91,0.0,0.48,3.59,94.17,2.4400000000000004,26.1583,0.01592495636998255,5.83,0.570535,2.91,26.158333333333335,5.83,48.33,4.713127327493184,train,,,
2020,Egypt,EGY,MENA,111.2,2.4,2.5,45.96,44.93,1.78,0.0,3.9,0.0,0.94,4.84,93.38,1.78,19.2536,0.05562972852692479,6.62,0.571885,3.9,19.25360824742268,6.62,48.46,4.720282993088596,train,,,
2021,Egypt,EGY,MENA,111.9,2.52,0.42,45.67,45.57,1.23,0.79,4.44,0.0,1.89,7.12,91.65,2.02,12.8541,0.009214567792891619,8.35,0.55179,4.44,12.85413744740533,8.35,46.09,4.726502471155617,validation,2.189566779156358,3.3946020864452287,0.33043322084364224
2022,Egypt,EGY,MENA,112.7,2.54,0.79,45.22,44.14,0.76,2.87,4.16,0.0,2.07,9.1,90.15,3.63,9.8957,0.017893544733861837,9.86,0.5456799999999999,4.16,9.895718990120749,9.86,46.01,4.73356340075649,validation,2.139248543173947,3.571929674659861,0.40075145682605307
2023,Egypt,EGY,MENA,113.5,2.56,0.53,45.81,44.34,2.28,0.41,5.81,0.0,0.82,7.04,90.68,2.69,12.8624,0.011950394588500564,9.32,0.548405,5.81,12.862411347517732,9.32,46.34,4.740574822994295,validation,2.0723796960839014,3.9558145362027854,0.4876203039160987
2024,Egypt,EGY,MENA,114.2,2.66,2.31,43.91,45.57,0.7,1.21,6.29,0.0,0.0,7.5,91.8,1.91,12.2237,0.05068012286090391,8.2,0.5574899999999999,6.29,12.223701731025299,8.2,46.22,4.746669748261791,validation,2.2039719912433418,4.078896829545934,0.4560280087566584
2025,Egypt,EGY,MENA,115.0,2.7,0.2,44.68,42.14,1.55,1.48,6.63,1.95,1.36,11.42,87.03,3.0300000000000002,7.6142,0.004744958481613286,12.97,0.52673,8.58,7.614173228346457,12.97,44.88,4.7535901911063645,validation,2.09948450586598,3.2390649960152125,0.6005154941340201
2026,Egypt,EGY,MENA,115.7,2.71,2.38,46.0,44.99,0.0,0.43,5.01,1.19,0.0,6.63,93.37,0.43,14.0617,0.05288888888888889,6.63,0.5712550000000001,6.199999999999999,14.061746987951809,6.63,48.38,4.75960653929251,validation,2.3585139982730685,3.8946497224774905,0.35148600172693145
2000,Finland,FIN,Europe,4.8,14.02,14.71,39.5,23.78,11.07,4.87,0.0,0.0,6.07,10.94,77.98,15.940000000000001,7.1215,0.6183270281630937,22.01,0.55036,0.0,7.121461187214613,22.009999999999998,54.21,1.7578579175523736,train,,,
2001,Finland,FIN,Europe,4.8,13.66,14.1,40.38,24.21,9.17,5.62,0.0,1.2,5.32,12.14,78.69,14.79,6.4765,0.5821635012386457,21.31,0.552795,1.2,6.476543209876543,21.310000000000002,54.480000000000004,1.7578579175523736,train,,,
2002,Finland,FIN,Europe,4.8,13.26,13.23,38.95,24.23,10.25,6.82,0.24,1.29,4.98,13.34,76.41,17.07,5.7236,0.5457920792079207,23.59,0.53346,1.53,5.723595505617977,23.59,52.18000000000001,1.7578579175523736,train,,,
2003,Finland,FIN,Europe,4.9,13.19,13.97,39.2,24.32,10.41,4.75,0.02,2.18,5.14,12.09,77.5,15.16,6.405,0.5741882449650637,22.5,0.5431400000000001,2.2,6.404958677685951,22.5,53.17,1.7749523509116738,train,,,
2004,Finland,FIN,Europe,4.9,13.51,13.45,40.77,23.55,11.46,4.19,1.47,0.97,4.14,10.77,77.78,15.650000000000002,7.2152,0.5708828522920203,22.23,0.54625,2.44,7.215213358070502,22.23,54.22,1.7749523509116738,train,,,
2005,Finland,FIN,Europe,4.9,13.36,13.9,38.94,23.93,9.98,4.88,3.16,0.0,5.19,13.24,76.78,14.86,5.7947,0.5806182121971596,23.22,0.538735,3.16,5.794716981132075,23.22,52.839999999999996,1.7749523509116738,train,,,
2006,Finland,FIN,Europe,5.0,13.04,12.0,35.9,24.71,11.88,4.36,2.64,3.52,5.0,15.52,72.6,16.240000000000002,4.6748,0.48543689320388345,27.4,0.500445,6.16,4.674822923374115,27.4,47.9,1.791759469228055,train,,,
2007,Finland,FIN,Europe,5.0,12.86,12.26,35.65,23.96,10.76,4.99,2.49,2.79,7.1,17.37,71.87,15.75,4.1352,0.5114726741760534,28.13,0.497795,5.28,4.135212888377445,28.130000000000003,47.91,1.791759469228055,train,,,
2008,Finland,FIN,Europe,5.1,13.06,11.3,38.49,24.71,11.5,3.71,2.6,2.64,5.05,14.0,74.5,15.21,5.3176,0.4571197411003236,25.5,0.51287,5.24,5.317630264097073,25.5,49.790000000000006,1.8082887711792655,train,,,
2009,Finland,FIN,Europe,5.1,12.56,12.62,37.19,25.93,9.23,4.13,2.75,3.38,4.76,15.03,75.74,13.36,5.0359,0.48650732459521967,24.26,0.52181,6.13,5.035904255319149,24.259999999999998,49.809999999999995,1.8082887711792655,train,,,
2010,Finland,FIN,Europe,5.1,12.73,10.03,37.49,24.23,11.24,4.93,3.66,4.33,4.11,17.03,71.74,16.17,4.2101,0.4137788778877887,28.27,0.49051,7.99,4.210093896713614,28.270000000000003,47.52,1.8082887711792655,train,,,
2011,Finland,FIN,Europe,5.2,12.39,10.59,36.64,24.01,10.36,5.41,3.51,4.2,5.27,18.4,71.24,15.77,3.8696,0.44088259783513734,28.76,0.488745,7.71,3.869636067354698,28.759999999999998,47.230000000000004,1.824549292051046,train,,,
2012,Finland,FIN,Europe,5.2,11.36,11.35,35.58,25.7,9.99,4.69,5.08,3.95,3.67,17.39,72.62,14.68,4.1736,0.44146246596655,27.38,0.49599999999999994,9.030000000000001,4.173563218390805,27.380000000000003,46.93,1.824549292051046,train,,,
2013,Finland,FIN,Europe,5.2,10.55,11.11,35.59,23.75,11.23,5.31,4.6,4.69,3.72,18.32,70.45,16.54,3.8434,0.46759259259259256,29.55,0.4849,9.29,3.8434260774686306,29.55,46.7,1.824549292051046,train,,,
2014,Finland,FIN,Europe,5.3,10.09,8.62,36.2,24.25,10.53,4.64,4.59,5.66,5.51,20.4,69.07,15.169999999999998,3.3841,0.3553173948887056,30.93,0.46682500000000005,10.25,3.3841254287114158,30.93,44.82,1.840549633397487,train,,,
2015,Finland,FIN,Europe,5.3,9.33,9.78,35.21,25.31,10.29,2.58,5.29,5.95,5.59,19.41,70.3,12.87,3.62,0.3862559241706161,29.7,0.47576999999999997,11.24,3.6199794026776515,29.7,44.99,1.840549633397487,train,,,
2016,Finland,FIN,Europe,5.4,8.77,7.91,36.35,25.0,11.24,3.76,4.18,6.99,4.57,19.5,69.26,15.0,3.55,0.3162734906037585,30.74,0.464225,11.17,3.5499743721168633,30.740000000000002,44.260000000000005,1.8562979903656263,train,,,
2017,Finland,FIN,Europe,5.4,8.61,7.43,35.18,25.59,10.57,5.77,4.93,6.25,4.29,21.23,68.19,16.34,3.2105,0.290234375,31.8,0.453305,11.18,3.2104519774011298,31.8,42.61,1.8562979903656263,train,,,
2018,Finland,FIN,Europe,5.4,8.23,8.05,33.11,23.97,10.34,6.03,5.79,8.51,4.19,24.53,65.13,16.37,2.654,0.3356964136780651,34.87,0.43668999999999997,14.3,2.6540342298288504,34.870000000000005,41.16,1.8562979903656263,train,,,
2019,Finland,FIN,Europe,5.5,7.64,6.28,37.4,25.99,10.43,3.46,5.31,6.23,4.9,19.9,69.67,13.89,3.4992,0.24153846153846154,30.33,0.4602549999999999,11.54,3.4992466097438473,30.33,43.68,1.8718021769015913,train,,,
2020,Finland,FIN,Europe,5.5,7.22,6.87,33.73,26.08,10.61,3.36,6.72,7.76,4.87,22.71,66.68,13.969999999999999,2.9349,0.2633192794174013,33.32,0.43903499999999995,14.48,2.9348591549295775,33.32,40.599999999999994,1.8718021769015913,train,,,
2021,Finland,FIN,Europe,5.5,6.88,6.99,34.19,24.63,9.95,6.27,5.83,7.14,5.0,24.24,65.81,16.22,2.7138,0.28368506493506496,34.19,0.43716,12.969999999999999,2.713814432989691,34.19,41.18,1.8718021769015913,validation,8.818070013872225,10.492976175121244,-1.9380700138722249
2022,Finland,FIN,Europe,5.6,6.7,5.59,32.58,25.5,11.84,5.13,7.19,6.55,5.62,24.49,63.67,16.97,2.5988,0.2191297530380243,36.33,0.415,13.74,2.5987755102040815,36.33,38.17,1.8870696490323797,validation,8.63680926846465,10.677552023412051,-1.936809268464649
2023,Finland,FIN,Europe,5.6,6.39,6.25,32.25,25.17,10.17,3.94,7.41,10.04,4.77,26.16,63.67,14.11,2.4329,0.24821286735504366,36.33,0.41764,17.45,2.432938479174627,36.33,38.5,1.8870696490323797,validation,8.74016365999288,9.334924181664766,-2.350163659992881
2024,Finland,FIN,Europe,5.7,6.09,4.99,33.05,26.34,8.94,5.68,6.83,9.65,4.52,26.68,64.38,14.62,2.4121,0.18937381404174572,35.62,0.416305,16.48,2.412139378044211,35.62,38.04,1.9021075263969205,validation,9.085870611636901,9.190087723299783,-2.995870611636901
2025,Finland,FIN,Europe,5.7,6.14,4.83,33.89,23.63,10.5,6.74,8.39,8.3,3.72,27.16,62.34,17.240000000000002,2.2944,0.20431472081218274,37.66,0.40881,16.69,2.2944423997055576,37.66,38.72,1.9021075263969205,validation,8.795101896406289,10.265793821881394,-2.655101896406289
2026,Finland,FIN,Europe,5.7,5.79,4.31,32.65,25.62,8.86,4.19,7.3,9.97,7.09,28.55,62.58,13.05,2.1912,0.16816230979321106,37.41,0.403265,17.27,2.191176470588235,37.41,36.96,1.9021075263969205,validation,9.097865777444058,8.90829624946073,-3.307865777444058
2000,France,FRA,Europe,55.2,7.56,5.09,33.1,13.72,41.04,5.37,0.03,0.0,1.65,7.05,51.91,46.41,7.3527,0.37072104879825196,48.09,0.36089000000000004,0.03,7.352691218130311,48.089999999999996,38.19,4.028916756899646,train,,,
2001,France,FRA,Europe,55.7,7.48,5.21,32.89,13.93,41.07,4.77,0.02,0.24,1.86,6.9,52.03,45.84,7.5297,0.3737446197991392,47.97,0.36146,0.26,7.5296671490593345,47.97,38.1,4.037774210733707,train,,,
2002,France,FRA,Europe,56.1,7.5,4.93,32.28,14.55,40.75,5.58,0.0,0.22,1.69,7.49,51.76,46.33,6.9013,0.33859890109890106,48.24,0.356875,0.22,6.901333333333333,48.24,37.21,4.044804116661965,train,,,
2003,France,FRA,Europe,56.6,7.3,4.69,32.01,14.77,40.94,5.07,0.0,0.53,1.99,7.59,51.47,46.01,6.7724,0.31732070365358594,48.53,0.35344000000000003,0.53,6.772368421052632,48.53,36.699999999999996,4.053522567701846,train,,,
2004,France,FRA,Europe,57.0,6.98,5.07,31.64,14.8,40.93,4.83,0.06,0.97,1.71,7.56,51.51,45.76,6.8045,0.3423362592842674,48.49,0.3546,1.03,6.804491413474241,48.49,36.71,4.060443010546419,train,,,
2005,France,FRA,Europe,57.4,7.04,4.97,31.69,14.85,41.07,4.86,0.41,0.67,1.49,7.43,51.51,45.93,6.9234,0.3344549125168237,48.5,0.3542,1.08,6.923387096774194,48.5,36.660000000000004,4.067315889834181,train,,,
2006,France,FRA,Europe,57.9,6.91,4.26,31.16,15.36,41.05,5.08,0.28,1.35,1.46,8.17,50.78,46.129999999999995,6.2078,0.2771633051398829,49.22,0.34542,1.6300000000000001,6.207823960880196,49.22,35.42,4.075841090657541,train,,,
2007,France,FRA,Europe,58.3,6.64,3.93,31.01,15.21,41.01,5.03,0.4,1.59,1.82,8.83,50.15,46.04,5.6731,0.25821287779237845,49.84,0.34032,1.9900000000000002,5.673076923076923,49.839999999999996,34.940000000000005,4.08260930600368,train,,,
2008,France,FRA,Europe,58.7,6.69,4.22,30.37,15.55,40.69,4.94,0.92,1.63,1.68,9.17,50.14,45.629999999999995,5.4619,0.27120822622107965,49.86,0.33995,2.55,5.461873638344227,49.86,34.59,4.089332020398556,train,,,
2009,France,FRA,Europe,59.2,6.47,3.92,30.22,15.81,40.77,5.0,0.65,2.04,1.59,9.27,49.95,45.77,5.3825,0.24778761061946902,50.04,0.336995,2.69,5.382543103448277,50.040000000000006,34.14,4.097672352314776,train,,,
2010,France,FRA,Europe,59.6,6.24,4.0,30.35,15.91,41.08,5.02,0.15,2.18,1.31,8.66,50.25,46.099999999999994,5.7958,0.25125628140703515,49.74,0.33922,2.33,5.795847750865052,49.739999999999995,34.35,4.104294893075269,train,,,
2011,France,FRA,Europe,60.0,6.19,3.72,30.3,15.68,41.32,5.01,0.69,2.12,1.15,8.97,49.7,46.33,5.5345,0.237093690248566,50.29,0.33501,2.81,5.534521158129176,50.29,34.02,4.110873864173311,train,,,
2012,France,FRA,Europe,60.5,5.94,3.84,30.18,15.26,41.58,5.12,0.61,2.32,1.09,9.13,49.28,46.699999999999996,5.3917,0.25147347740667975,50.71,0.33342,2.9299999999999997,5.391684901531728,50.71,34.019999999999996,4.119037174812473,train,,,
2013,France,FRA,Europe,60.9,5.68,3.62,30.71,14.58,41.56,5.18,0.86,2.59,0.9,9.53,48.91,46.74,5.1268,0.24811514736120632,51.09,0.33213499999999996,3.4499999999999997,5.126834381551363,51.09,34.33,4.12552017969055,train,,,
2014,France,FRA,Europe,61.3,5.47,3.11,31.19,14.25,41.69,4.82,1.4,2.96,0.58,9.76,48.55,46.51,4.9693,0.21809256661991586,51.45,0.32915,4.359999999999999,4.969293756397134,51.449999999999996,34.300000000000004,4.131961425793407,train,,,
2015,France,FRA,Europe,61.8,5.2,3.01,31.01,13.86,42.47,4.92,1.02,3.37,0.34,9.66,47.87,47.39,4.9504,0.21701514059120403,52.13,0.32504500000000003,4.390000000000001,4.950361944157187,52.129999999999995,34.02,4.139955073474153,train,,,
2016,France,FRA,Europe,62.2,5.13,2.76,30.83,14.42,41.5,4.77,1.58,3.48,0.67,10.5,48.0,46.269999999999996,4.5671,0.19126819126819125,52.0,0.323715,5.0600000000000005,4.567078972407232,52.0,33.589999999999996,4.146304301152812,train,,,
2017,France,FRA,Europe,62.7,4.9,2.66,29.67,14.79,40.38,5.09,2.33,4.39,0.7,12.51,47.11,45.47,3.7628,0.17972972972972975,52.89,0.31568,6.72,3.762779552715655,52.89,32.33,4.154184562578117,train,,,
2018,France,FRA,Europe,63.1,4.74,2.23,29.4,15.24,40.57,5.04,2.47,4.2,0.86,12.57,46.86,45.61,3.725,0.14622950819672131,53.14,0.31138,6.67,3.724960254372019,53.14,31.63,4.160444363926624,train,,,
2019,France,FRA,Europe,63.5,4.57,2.46,28.38,15.63,39.48,5.01,2.91,5.0,1.13,14.05,46.47,44.489999999999995,3.3051,0.15728900255754474,53.53,0.30778500000000003,7.91,3.305120910384068,53.53,30.84,4.1666652238017265,train,,,
2020,France,FRA,Europe,64.0,4.3,2.11,28.19,15.93,39.02,4.98,3.49,5.74,0.53,14.75,46.23,44.0,3.1321,0.13237139272271015,53.77,0.30421,9.23,3.132113821138211,53.77,30.3,4.174387269895637,train,,,
2021,France,FRA,Europe,64.4,4.31,1.75,27.93,15.44,39.3,4.85,3.8,6.23,0.7,15.57,45.12,44.15,2.896,0.11326860841423948,54.87,0.29645499999999997,10.030000000000001,2.89602053915276,54.87,29.68,4.180522258463153,validation,4.925616713088273,5.0870126678727745,-0.615616713088273
2022,France,FRA,Europe,64.8,4.21,1.61,27.96,15.41,39.74,5.14,4.08,5.95,0.11,15.28,44.98,44.88,2.9418,0.10440985732814527,55.02,0.295145,10.030000000000001,2.9417920209287116,55.02,29.57,4.186619838331271,validation,4.990456276305597,5.443792628715626,-0.7804562763055971
2023,France,FRA,Europe,65.3,4.38,1.24,27.63,15.29,39.57,5.09,4.7,6.48,0.0,16.27,44.15,44.66,2.7119,0.08104575163398693,55.84,0.28842999999999996,11.18,2.7119164619164615,55.84,28.869999999999997,4.194189897191817,validation,5.030314270955818,5.228668023249599,-0.6503142709558185
2024,France,FRA,Europe,65.7,4.26,0.89,27.5,14.67,39.63,4.87,5.2,7.25,0.0,17.31,43.06,44.5,2.4861,0.060626702997275204,56.94,0.281165,12.45,2.4861431870669746,56.94,28.39,4.200204952921578,validation,5.074061668094339,4.98833490141147,-0.8140616680943396
2025,France,FRA,Europe,66.1,4.24,0.0,27.63,14.39,40.22,4.87,5.4,7.49,0.0,17.76,42.02,45.089999999999996,2.3647,0.0,57.98,0.27198,12.89,2.3646595385481146,57.980000000000004,27.63,4.206184043977636,validation,5.009502655255492,4.985939861596987,-0.7695026552554918
2026,France,FRA,Europe,66.6,4.15,0.25,26.78,13.77,40.44,5.05,6.09,7.61,0.0,18.75,40.81,45.489999999999995,2.1754,0.018142235123367198,59.19,0.265315,13.7,2.175373134328358,59.19,27.03,4.213607983048918,validation,4.976846359787836,5.088213145254486,-0.8268463597878357
2000,Germany,DEU,Europe,71.4,12.0,25.66,38.54,20.61,12.75,1.7,0.0,0.74,0.0,2.44,84.81,14.45,34.6163,1.2444228903976722,15.19,0.638395,0.74,34.61632653061225,15.19,64.2,4.282206299391671,train,,,
2001,Germany,DEU,Europe,72.0,11.79,25.19,38.01,20.82,12.65,1.77,0.0,1.56,0.0,3.33,84.02,14.42,25.1557,1.2093134901584253,15.98,0.630665,1.56,25.15568862275449,15.98,63.2,4.290459441148391,train,,,
2002,Germany,DEU,Europe,72.5,11.65,25.41,37.48,21.38,12.42,1.43,0.24,1.65,0.0,3.31,84.27,13.85,25.3825,1.187938288920056,15.73,0.63141,1.89,25.382530120481928,15.73,62.89,4.297285406218791,train,,,
2003,Germany,DEU,Europe,73.1,11.62,25.3,36.23,21.41,12.29,1.87,0.57,2.33,0.0,4.77,82.94,14.16,17.3515,1.181139122315593,17.06,0.62107,2.9,17.351464435146447,17.06,61.53,4.3054155323020415,train,,,
2004,Germany,DEU,Europe,73.7,11.37,25.33,35.97,21.31,12.3,1.69,0.9,2.5,0.0,5.09,82.62,13.99,16.2,1.1880863039399623,17.39,0.61897,3.4,16.200000000000003,17.39,61.3,4.3134800921387715,train,,,
2005,Germany,DEU,Europe,74.2,11.06,24.84,35.49,22.06,12.31,1.43,0.87,2.69,0.31,5.3,82.39,13.74,15.516,1.1255097417308564,17.61,0.613845,3.56,15.516007532956687,17.61,60.33,4.320151230955794,train,,,
2006,Germany,DEU,Europe,74.8,10.69,24.81,34.79,22.76,11.83,1.14,1.16,3.2,0.32,5.81,82.36,12.97,14.1512,1.0895915678524373,17.64,0.6114450000000001,4.36,14.151202749140895,17.64,59.599999999999994,4.328098292648326,train,,,
2007,Germany,DEU,Europe,75.3,10.63,24.49,33.95,22.1,11.91,1.36,1.35,3.95,0.89,7.55,80.54,13.27,10.6534,1.1076436001809133,19.46,0.598975,5.300000000000001,10.653439153439155,19.46,58.44,4.334672938290411,train,,,
2008,Germany,DEU,Europe,75.9,10.53,24.26,33.27,22.45,11.44,1.34,1.62,4.12,1.49,8.58,79.98,12.78,9.3108,1.0801424755120215,20.02,0.5931500000000001,5.74,9.31082654249127,20.02,57.53,4.3425058765115985,train,,,
2009,Germany,DEU,Europe,76.5,10.45,24.27,33.0,23.04,11.15,0.94,1.74,4.53,1.32,8.54,80.31,12.09,9.393,1.0529284164859,19.69,0.59388,6.2700000000000005,9.392982456140352,19.689999999999998,57.269999999999996,4.350277936359301,train,,,
2010,Germany,DEU,Europe,77.0,10.18,23.9,32.09,23.28,11.12,0.48,2.13,4.89,2.09,9.6,79.28,11.6,8.2497,1.026191498497209,20.72,0.584435,7.02,8.249739854318419,20.72,55.99,4.356708826689592,train,,,
2011,Germany,DEU,Europe,77.6,9.92,23.85,31.97,22.44,10.33,1.26,2.58,5.78,1.78,11.4,78.27,11.59,6.8598,1.0623608017817372,21.73,0.579255,8.36,6.859772129710779,21.73,55.82,4.364371699435161,train,,,
2012,Germany,DEU,Europe,78.2,9.7,24.13,32.04,22.42,9.71,1.14,3.01,5.96,1.6,11.71,78.59,10.850000000000001,6.7056,1.0757913508693713,21.42,0.58249,8.969999999999999,6.705631399317406,21.42,56.17,4.37197629882038,train,,,
2013,Germany,DEU,Europe,78.7,9.45,23.93,33.0,21.94,9.16,1.0,3.56,6.83,0.59,11.97,78.86,10.16,6.5826,1.0902050113895214,21.13,0.58553,10.39,6.582637729549249,21.130000000000003,56.93,4.378269585796169,train,,,
2014,Germany,DEU,Europe,79.3,9.48,23.9,32.96,21.44,8.3,1.17,4.4,7.29,0.55,13.4,78.3,9.47,5.8389,1.114219114219114,21.7,0.58268,11.690000000000001,5.838926174496644,21.700000000000003,56.86,4.385769620952716,train,,,
2015,Germany,DEU,Europe,79.8,9.13,23.91,32.69,21.32,7.98,0.98,4.91,8.22,0.0,14.11,77.92,8.96,5.5184,1.120956399437412,22.09,0.5802149999999999,13.13,5.518413597733711,22.09,56.599999999999994,4.39197696552705,train,,,
2016,Germany,DEU,Europe,80.4,8.88,21.55,32.75,22.12,7.65,0.93,5.98,9.01,0.0,15.92,76.43,8.58,4.7979,0.9737912336195209,23.57,0.560665,14.99,4.797865662272442,23.57,54.3,4.399375273008495,train,,,
2017,Germany,DEU,Europe,81.0,8.66,19.98,33.22,22.79,7.06,1.04,6.14,9.77,0.0,16.96,75.98,8.1,4.4773,0.8763157894736842,24.02,0.5515049999999999,15.91,4.477312905126694,24.02,53.2,4.406719247264253,train,,,
2018,Germany,DEU,Europe,81.5,8.23,18.12,32.59,23.62,6.46,1.15,7.12,10.94,0.0,19.21,74.33,7.609999999999999,3.8673,0.7668218366483284,25.67,0.531915,18.06,3.8673257023933396,25.67,50.71000000000001,4.412798293340635,train,,,
2019,Germany,DEU,Europe,82.1,8.15,15.99,33.15,24.61,6.29,0.7,7.69,11.57,0.0,19.96,73.76,6.99,3.6935,0.6494719740048741,26.25,0.51927,19.26,3.6935403104656985,26.25,49.14,4.420044701861403,train,,,
2020,Germany,DEU,Europe,82.7,7.89,13.93,33.75,25.81,5.38,0.38,8.32,12.43,0.0,21.13,73.49,5.76,3.4763,0.5395042602633617,26.51,0.50857,20.75,3.476348155156102,26.509999999999998,47.68,4.4272389774954295,train,,,
2021,Germany,DEU,Europe,83.2,7.52,13.84,33.83,25.3,4.25,0.97,9.19,12.61,0.0,22.77,72.98,5.22,3.2037,0.546819438956934,27.02,0.505975,21.799999999999997,3.2036874451273047,27.02,47.67,4.4331949212482815,validation,8.907707838718512,5.767388277409578,-1.3877078387185122
